Label,Prediction,Probabilities
0,0,[     13.032     -1.7184      -3.437]
0,0,[     8.4438    -0.90332     -2.0601]
0,0,[     12.879     -1.6679     -3.3559]
0,0,[     7.9695     -0.8499      -1.911]
0,0,[    0.45551     0.34511     0.25232]
0,0,[     14.441     -1.8661      -3.831]
0,0,[      11.02     -1.3431     -2.8584]
0,0,[     11.232     -1.3455     -2.8874]
0,0,[     10.068     -1.2085     -2.5424]
0,1,[     0.1047     0.74346    0.040414]
0,0,[     5.9063    -0.50634     -1.3072]
0,0,[     4.9815    -0.38702     -1.0657]
0,0,[     12.712     -1.5998     -3.3084]
0,0,[     9.1214     -1.0521     -2.2725]
0,0,[     13.471     -1.7415     -3.5994]
0,0,[     1.3401      0.1851   -0.033897]
0,1,[  -0.083523     0.45945      0.2783]
0,0,[     17.593     -2.3833     -4.7545]
0,0,[     14.223     -1.8624     -3.7602]
0,0,[     7.1086     -0.7076      -1.715]
0,0,[     6.5093    -0.61664     -1.5175]
0,0,[      4.696    -0.33119      -0.956]
0,0,[     12.655     -1.5912      -3.281]
0,0,[     8.9574    -0.97583     -2.1906]
0,0,[      7.705     -0.8497     -1.7948]
0,0,[     14.306     -1.8439     -3.7776]
0,0,[     6.9493    -0.69221     -1.6426]
0,0,[      15.81     -2.0868     -4.2092]
0,0,[     6.4111    -0.61195     -1.4873]
0,0,[     10.632      -1.268     -2.7119]
0,0,[     8.4512    -0.92947      -2.081]
0,1,[    0.11751     0.67633     0.10118]
0,0,[     5.7051    -0.49236     -1.2776]
0,0,[     14.219     -1.8761     -3.7938]
0,0,[     7.8234    -0.81912     -1.8619]
0,0,[     10.665     -1.2176      -2.661]
0,0,[     1.7489    0.051704    0.052284]
0,0,[     8.8893    -0.99579     -2.2513]
0,0,[     10.367     -1.2046     -2.6371]
0,0,[      10.18     -1.1862     -2.5692]
0,0,[     3.1039   -0.085771    -0.51449]
0,0,[     8.0921    -0.84433     -1.9488]
0,0,[     3.2217    -0.11783    -0.51763]
