Label,Prediction,Probabilities
0,0,[    0.72588     0.25459    0.055338]
0,0,[    0.62625     0.13733     -0.3011]
0,0,[    0.77115     0.21963   -0.029592]
0,0,[    0.60241     0.24313    0.046967]
0,0,[    0.56818     0.22051   -0.093063]
0,0,[      1.097       0.157    -0.24373]
0,0,[    0.91962      0.1344    -0.32657]
0,0,[     0.5041     0.28602    0.081594]
0,0,[    0.59389     0.15177    -0.16363]
0,1,[    0.15078     0.29369     0.23096]
0,0,[    0.44009     0.26726    -0.04467]
0,0,[    0.64574     0.21729    -0.09941]
0,0,[    0.68712     0.26182    0.067479]
0,0,[    0.46992     0.30755     0.22257]
0,0,[     0.5393      0.2424   -0.003268]
0,0,[    0.65681     0.24384 -0.00036016]
0,2,[   -0.14674     0.18882     0.39618]
0,0,[    0.77877     0.22038   -0.048274]
0,0,[    0.61009     0.26519     0.10636]
0,0,[    0.63506     0.21701   -0.058497]
0,0,[     0.9106     0.20981   -0.080439]
0,0,[    0.58143     0.24822  0.00048143]
0,0,[    0.82559     0.19412    -0.14689]
0,0,[    0.55294     0.26483    0.039667]
0,0,[    0.53734     0.29293     0.16835]
0,0,[    0.76613     0.25272    0.053194]
0,0,[    0.82538     0.20102    -0.12605]
0,0,[    0.91681     0.20217    -0.10067]
0,0,[    0.48463     0.29448     0.10055]
0,0,[    0.76772     0.23838    0.037548]
0,0,[    0.64254     0.22083   -0.084394]
0,2,[   -0.15913     0.16458     0.40576]
0,0,[    0.95169     0.12683    -0.36507]
0,0,[    0.99445     0.18447   -0.096426]
0,0,[    0.90354     0.21977   -0.015577]
0,0,[     0.3407      0.1163    -0.11215]
0,0,[     0.5627     0.24662   -0.075241]
0,0,[    0.45902     0.23016   -0.082995]
0,0,[    0.52726     0.26753    0.066448]
0,0,[    0.61636     0.14576   -0.093532]
0,0,[     0.6598     0.27164     0.10175]
0,0,[    0.49158      0.2777     0.13633]
0,0,[    0.48082     0.27987     0.16952]
0,0,[     0.5459     0.25365   -0.020128]
0,0,[    0.86852     0.21995    -0.07675]
0,0,[    0.65625      0.2719    0.074468]
0,0,[    0.66372     0.18308   -0.065905]
0,0,[      1.031     0.17154    -0.17896]
0,0,[    0.71016     0.25087    0.071985]
0,0,[    0.33671     0.33115     0.27658]
0,0,[     0.5423     0.25266     0.03724]
0,0,[    0.71767       0.257    0.020682]
0,0,[    0.44501      0.2615     0.11022]
0,0,[    0.46598     0.24277   -0.041274]
0,0,[    0.75579     0.23925     0.03312]
0,0,[    0.95011     0.19282    -0.10913]
0,0,[    0.72093     0.22912   -0.031064]
0,0,[    0.94387     0.19414    -0.12059]
0,0,[    0.60747     0.25556    0.067157]
0,0,[    0.44035      0.2782     0.10195]
0,0,[    0.60013     0.26817    0.058986]
0,0,[    0.50404      0.2864    0.071315]
0,0,[    0.61936     0.24837    0.063645]
0,0,[     1.0097     0.16608    -0.33175]
0,0,[     1.0195     0.19699     -0.1977]
0,2,[  0.0021034     0.23649      0.3236]
0,0,[    0.48986     0.30302     0.18966]
0,0,[    0.65617     0.26336    0.088749]
0,0,[    0.70604     0.22642   -0.042677]
0,0,[     1.0231     0.19458     -0.1351]
0,0,[    0.49394     0.30932     0.18015]
0,0,[    0.39211     0.16724    0.015776]
0,0,[    0.80185     0.24439   0.0098476]
0,0,[    0.31065     0.24127     0.14582]
0,0,[    0.51326     0.28222     0.13698]
0,0,[      0.449     0.29172    0.038912]
0,0,[    0.62094     0.26461    0.049288]
0,0,[    0.53791     0.28917     0.16173]
0,0,[    0.38439     0.21126   -0.011207]
0,2,[     0.1902     0.17469     0.21785]
0,2,[   -0.06128     0.24569     0.40602]
0,0,[     1.0444      0.1167    -0.42025]
