image_path,label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38
../../../data/1725013654_A_set/train/B6/z5113195133649_d379fb185843e4d1ad90dc0073fd0aed.jpg,2,1.5185920000076294,-2.122206449508667,1.063359022140503,1.0835908651351929,-3.0782437324523926,1.8321431875228882,-3.617894172668457,1.8350629806518555,0.7398365139961243,-1.4319682121276855,-0.4255630373954773,1.7169750928878784,-1.465410828590393,0.82634437084198,0.9259591102600098,-1.434916615486145,-2.0237877368927,3.437870979309082,-1.2508834600448608,0.43465328216552734,1.2151719331741333,-3.509824514389038,-0.6455071568489075,4.272827625274658,-1.4195841550827026,-0.5646693706512451,1.8460047245025635,-0.7927703857421875,1.6443005800247192,-0.45048218965530396,0.23030127584934235,0.3223191499710083,-0.3616967797279358,-1.09664785861969,1.4025986194610596,0.4429391622543335,-3.9287803173065186,2.3432273864746094,1.5056586265563965
../../../data/1725013654_A_set/train/B6/Image_142182.jpg,2,-3.9978444576263428,-2.013066291809082,5.606268882751465,-2.221863269805908,0.9085167646408081,0.995050311088562,-4.953274726867676,1.0754952430725098,3.199514865875244,-4.978544235229492,0.4415285289287567,3.6461362838745117,-7.309878349304199,0.7619230151176453,5.229729175567627,-5.760867595672607,-1.9619402885437012,6.911388874053955,-5.028868675231934,-1.4484072923660278,5.796711444854736,-3.3968517780303955,0.6514918208122253,1.9441286325454712,-5.598512649536133,1.4623416662216187,3.403904914855957,-4.126274108886719,0.6794487833976746,2.695854663848877,-4.411282062530518,-1.7488954067230225,5.60537576675415,-6.3759846687316895,-0.828268826007843,6.17972469329834,-4.965611934661865,0.5907813906669617,3.8933310508728027
../../../data/1725013654_A_set/train/B6/Image_142175.jpg,2,-4.144321918487549,-3.3351805210113525,7.01494026184082,-2.851661443710327,-1.2543737888336182,4.090702533721924,-3.888599395751953,-2.3457870483398438,6.091835975646973,-3.8384814262390137,-3.064563751220703,6.986208438873291,-4.493310451507568,-1.4452117681503296,5.590869903564453,-5.023478984832764,-0.9263704419136047,5.174919128417969,-3.025844097137451,-2.8802900314331055,6.031180381774902,-3.613067626953125,-2.4415903091430664,6.061905384063721,-4.093698024749756,-0.5737197399139404,3.9924802780151367,-5.608298301696777,-1.6982941627502441,6.469357490539551,-5.430499076843262,-2.013650894165039,6.954944610595703,-3.2200281620025635,-1.7217072248458862,5.068683624267578,-4.0630292892456055,-1.1966030597686768,5.176606178283691
../../../data/1725013654_A_set/train/B6/Image_142228.jpg,2,-1.8380086421966553,-3.809826135635376,5.647745132446289,-4.35633659362793,0.2694982588291168,3.153944253921509,-2.280085325241089,0.2518562972545624,1.419379472732544,-4.90468692779541,-2.196634292602539,5.93536901473999,-4.178574085235596,-3.034315347671509,6.763960838317871,-5.295925140380859,-1.2430132627487183,5.502285480499268,-3.606935501098633,0.25072231888771057,2.1538925170898438,-4.496797561645508,-1.2679921388626099,4.486471652984619,-4.224082946777344,-1.5413143634796143,5.642787933349609,-4.915863990783691,-0.19119799137115479,4.250416278839111,-5.2490668296813965,-1.7969681024551392,6.2987470626831055,-3.1894710063934326,-3.151460886001587,5.499858856201172,-6.258601188659668,-0.5743153095245361,6.065775394439697
../../../data/1725013654_A_set/train/B6/z5113665155625_7df22b4b75510b5593cc0fd51c5df209.jpg,2,-6.741321563720703,-0.11631088703870773,5.371378421783447,-3.934161901473999,2.132378101348877,2.241241455078125,-5.4196295738220215,2.4486148357391357,2.177935838699341,-5.151239395141602,1.2558006048202515,2.786587715148926,-6.3810834884643555,1.5987399816513062,3.5505425930023193,-4.348165512084961,1.0522302389144897,3.3274407386779785,-4.770486354827881,0.9623556137084961,2.4956557750701904,-4.561582565307617,-0.6142077445983887,3.97811222076416,-5.347399711608887,2.0338118076324463,2.035006523132324,-4.036397933959961,2.01318621635437,2.3251125812530518,-4.234540939331055,1.8698960542678833,1.142828345298767,-6.010725498199463,1.315534234046936,3.703765392303467,-3.615420341491699,0.39978811144828796,2.4301836490631104
../../../data/1725013654_A_set/train/B6/z5113272813848_25b302ef86c0758249ba6bfe39efd00c.jpg,2,-3.619276523590088,-2.392836093902588,5.5385541915893555,-1.4946157932281494,-0.8105522990226746,2.405032157897949,-5.617493629455566,0.7807918190956116,3.825859308242798,-4.888915538787842,-1.2537084817886353,5.293390274047852,-2.1992557048797607,-1.480238437652588,3.417947769165039,-2.656619071960449,-0.2323961853981018,2.7935166358947754,-4.762524127960205,-1.0267282724380493,5.1247053146362305,-4.579718589782715,-0.4222975969314575,4.4791178703308105,-3.8765954971313477,-0.521461546421051,3.9277119636535645,-2.527212619781494,-1.0759930610656738,3.753718137741089,-4.209371089935303,-0.1614443063735962,3.685149669647217,-4.406789302825928,-0.7685264945030212,4.4448161125183105,-1.9890509843826294,-0.39599573612213135,2.710360527038574
../../../data/1725013654_A_set/train/B6/z4867267626627_414937d4f58bd6da522b732ea0ed088b.jpg,2,-3.668045997619629,-0.7179358005523682,3.3326480388641357,-6.450561046600342,1.6539113521575928,3.2929365634918213,-5.442527770996094,1.026222825050354,3.3741750717163086,-5.0331268310546875,1.194068193435669,2.899895429611206,-6.305775165557861,0.4926948547363281,4.2097272872924805,-6.109867095947266,0.96863853931427,3.601412773132324,-6.23606014251709,1.6599231958389282,2.9344608783721924,-6.115222454071045,1.4284319877624512,3.5223324298858643,-4.150310516357422,0.45941615104675293,2.606297254562378,-7.154646873474121,1.178617238998413,4.517529010772705,-8.761591911315918,1.526515007019043,4.939150810241699,-6.599606513977051,0.6061177849769592,4.627479553222656,-6.654562950134277,1.9419186115264893,3.1304636001586914
../../../data/1725013654_A_set/train/B6/Image_142159.jpg,2,-3.921271562576294,-3.5329818725585938,7.19437313079834,-5.065603256225586,-0.18217733502388,5.578037261962891,-6.8731584548950195,0.6563538312911987,5.2688517570495605,-7.219089508056641,0.2246861606836319,5.85370397567749,-6.372018814086914,0.5702529549598694,4.277695178985596,-5.51527214050293,-2.9832465648651123,7.96432638168335,-5.997920036315918,-2.685091018676758,7.705917835235596,-4.546933174133301,-3.1585910320281982,7.507584095001221,-4.539895057678223,-1.586450219154358,5.807863712310791,-4.821683883666992,-1.2028089761734009,5.960301876068115,-3.4724600315093994,-2.7437899112701416,5.72341251373291,-3.9431381225585938,-2.203733444213867,5.788291931152344,-3.1986865997314453,0.4003865122795105,2.9577605724334717
../../../data/1725013654_A_set/train/B6/Image_142240.jpg,2,-4.038018226623535,-0.9850890636444092,4.321376323699951,-3.958387851715088,1.1345638036727905,2.6861257553100586,-2.169032335281372,-0.2967391312122345,2.221271514892578,-1.3549758195877075,-1.2182518243789673,2.7280619144439697,-1.9061377048492432,0.15149874985218048,1.4725016355514526,-3.30192232131958,-0.16394482553005219,3.0531198978424072,-3.032973527908325,-0.3645341992378235,2.7088701725006104,-2.6396963596343994,-0.7759329080581665,3.0328924655914307,0.9581734538078308,-2.6375813484191895,1.267466425895691,-1.6028237342834473,1.0040408372879028,1.0179002285003662,-3.667933940887451,1.0326730012893677,2.633990526199341,-0.9248878955841064,-0.03597380965948105,0.8266383409500122,-1.5269707441329956,0.6338753700256348,0.6798986196517944
../../../data/1725013654_A_set/train/B6/Image_26443.jpg,2,-3.5087244510650635,-0.023166216909885406,3.0036301612854004,-0.5524452328681946,0.941297709941864,-0.30109506845474243,-4.051473140716553,1.6041357517242432,1.8216038942337036,-4.6122727394104,2.2509098052978516,2.101158618927002,-0.8799501657485962,0.9001284837722778,-0.049420617520809174,-4.8553876876831055,1.8234871625900269,2.2664029598236084,-5.987358093261719,2.0449118614196777,2.567131996154785,-4.779575824737549,1.9629203081130981,1.934775948524475,-4.853115558624268,2.2205491065979004,1.8472726345062256,-3.828031539916992,0.8616393804550171,2.758244752883911,-6.41362190246582,1.68449866771698,3.3916211128234863,-3.98602557182312,0.668274998664856,2.622901439666748,-3.052366018295288,0.9682897329330444,1.7701689004898071
