Label,Prediction,Probabilities
0,0,[     7.0196     -0.3057     -1.7884]
0,0,[     6.4565    -0.24527     -1.6479]
0,0,[     5.6313     -0.1652     -1.3518]
0,0,[     4.7812    -0.10365     -1.1077]
0,0,[     3.6017    0.018534    -0.74455]
0,0,[     7.9048    -0.38739     -2.1102]
0,0,[     6.2698    -0.23055     -1.5716]
0,0,[     4.5971   -0.061607      -1.034]
0,0,[      6.257    -0.24683     -1.6085]
0,1,[      0.149     0.35635     0.30169]
0,0,[     6.4371    -0.25852     -1.6437]
0,0,[     5.0289    -0.10298     -1.1761]
0,0,[     5.3225    -0.15737      -1.296]
0,0,[     6.0766    -0.21205     -1.5236]
0,0,[     6.8653    -0.28417     -1.7935]
0,0,[     4.3652    -0.04171    -0.99505]
0,2,[   0.021146      0.2761     0.39325]
0,0,[     6.7637    -0.30396     -1.7678]
0,0,[     6.7797    -0.30521       -1.77]
0,0,[      6.593    -0.24922     -1.6264]
0,0,[     7.0482    -0.32682     -1.8707]
0,0,[      2.405     0.14418    -0.35544]
0,0,[      7.398    -0.35468     -1.9596]
0,0,[     3.7718    0.010061    -0.80185]
0,0,[     3.0702    0.073217    -0.56506]
0,0,[     6.6802    -0.27741     -1.6763]
0,0,[     4.3342   -0.042578    -0.96314]
0,0,[     7.0047    -0.32007     -1.8096]
0,0,[     1.5009     0.23061   -0.047379]
0,0,[     6.7603    -0.29108     -1.7506]
0,0,[     5.8248    -0.19251     -1.4293]
0,2,[   -0.19072   -0.097323     0.81522]
0,0,[      6.497    -0.26126     -1.6478]
0,0,[     5.8178    -0.22533      -1.468]
0,0,[     5.2551    -0.13696     -1.2218]
0,0,[     5.5206    -0.16299     -1.3515]
0,0,[     5.7652    -0.17513      -1.426]
0,0,[     5.4923    -0.14688     -1.3148]
0,0,[     4.9499   -0.091771     -1.1949]
0,0,[     6.5073    -0.29275     -1.7012]
0,0,[     7.6662    -0.38456     -2.0183]
0,0,[     6.6965    -0.29272     -1.7051]
0,0,[     4.3126   -0.041142    -0.94493]
0,0,[     5.4704    -0.15631     -1.3313]
0,0,[     5.8913    -0.17863      -1.444]
0,0,[     4.5814    -0.06896      -1.068]
0,0,[     6.5768    -0.28579      -1.705]
0,0,[     6.2436    -0.22596     -1.5554]
0,0,[     5.3972     -0.1581     -1.3155]
0,0,[    0.98651     0.29077     0.10809]
0,0,[      7.914     -0.3868      -2.069]
0,0,[     7.8358    -0.39297     -2.1628]
0,1,[    0.22453     0.38613     0.29632]
0,0,[     7.0132      -0.325     -1.8474]
0,0,[     6.9767    -0.30335     -1.8118]
0,0,[     5.1172    -0.13241     -1.2078]
0,0,[     4.8248   -0.093252     -1.1366]
0,0,[     4.9963    -0.11383     -1.1487]
0,0,[     6.4506    -0.26281     -1.6586]
0,0,[     7.7172    -0.38003     -2.0676]
0,0,[     5.4776    -0.13626     -1.2924]
0,0,[     1.4869     0.22745   -0.067923]
0,0,[     1.7037     0.22156    -0.13031]
0,0,[     6.3754    -0.23108     -1.5888]
0,0,[     6.6806    -0.27976     -1.6892]
0,1,[    0.21937     0.38406     0.29662]
0,0,[     6.8006    -0.28037     -1.7718]
0,0,[     6.0343    -0.19115     -1.5119]
0,0,[     4.9648    -0.10221     -1.1464]
0,0,[     6.7333    -0.27156     -1.7341]
0,0,[     5.7784    -0.17136     -1.4325]
0,0,[     3.5905  -0.0058497    -0.78519]
0,0,[     7.5229    -0.34346     -1.9501]
0,0,[     6.1371    -0.20467     -1.5134]
0,0,[     6.3587    -0.23891     -1.5735]
0,0,[    0.40023     0.33958     0.28552]
0,0,[     6.6485    -0.26522     -1.7332]
0,0,[     3.3895    0.056404    -0.69109]
0,0,[     7.4809    -0.37762     -2.0217]
0,0,[    0.96312    0.063797     0.19561]
0,2,[   -0.30596    -0.24787     0.92945]
0,0,[     7.3976    -0.34785     -1.9373]
0,0,[     5.8648     -0.1968     -1.4595]
0,0,[     7.0998    -0.30156     -1.7979]
0,0,[      6.487    -0.23872     -1.6315]
0,0,[     7.2822    -0.36938     -1.9382]
0,0,[     6.5462    -0.28521     -1.6911]
0,0,[     5.2377    -0.13662     -1.2251]
0,0,[     4.5386    -0.07967     -1.0664]
0,1,[    0.17822     0.36784     0.29992]
0,0,[     7.1251    -0.32198     -1.8381]
0,0,[     3.1883    0.058176    -0.59456]
0,0,[     4.9858    -0.12071     -1.1808]
0,0,[      6.284    -0.23923     -1.5938]
0,0,[      7.982    -0.39253     -2.1338]
0,0,[     7.6038    -0.38744     -2.0447]
0,0,[     6.0618    -0.19065     -1.4784]
1,2,[   0.080701     0.31117     0.35605]
1,2,[   0.059614     0.30649     0.34646]
1,2,[   0.043792     0.28096     0.40551]
1,1,[    0.15015     0.35657     0.30131]
1,1,[    0.22466     0.38632     0.29639]
1,1,[    0.19431     0.37327      0.3013]
