Label,Prediction,Probabilities
0,0,[    0.53572    -0.20864     -0.3157]
0,2,[   0.020619    -0.10525     0.17772]
0,0,[    0.11475   -0.049924    0.062661]
0,2,[ -0.0040218   -0.029852     0.20872]
0,1,[    -0.2985     0.59544    0.047248]
0,0,[    0.76825    -0.38501    -0.65765]
0,0,[    0.23262   -0.047039    -0.38086]
0,0,[    0.29129     0.02091    -0.32141]
0,0,[    0.31779    0.028194    -0.24371]
0,1,[   -0.25166     0.40166  0.00035827]
0,0,[    0.54768    0.024359    -0.26895]
0,2,[  -0.088934    0.079318     0.13197]
0,0,[    0.38908    -0.20527   -0.071831]
0,0,[    0.83599   -0.057222    -0.58385]
0,0,[     0.3059     0.02008    -0.49984]
0,0,[    0.54986     -0.2078    -0.43811]
0,2,[   -0.61612   -0.010169     0.39434]
0,0,[    0.87856     -0.4284    -0.45298]
0,0,[    0.63057     -0.1921    -0.57824]
0,0,[    0.37329     0.18597    -0.58148]
0,0,[    0.76623    -0.41718    -0.78322]
0,0,[    0.46406     -0.3545    -0.64543]
0,0,[    0.54253    -0.08247    -0.32378]
0,0,[    0.73343    -0.37628    -0.53305]
0,1,[    0.24935     0.43389    -0.54943]
0,0,[    0.38646    0.081208    -0.37809]
0,0,[    0.50869    -0.22565    -0.12097]
0,0,[    0.15001   -0.016474    -0.20502]
0,0,[    0.22691     0.22576    -0.38954]
0,0,[    0.19957    0.040138    -0.29587]
0,0,[    0.14951     0.11193    -0.34442]
0,0,[    0.23351     0.16676    -0.30993]
0,2,[   -0.21931   -0.022893      0.2108]
0,0,[    0.35001  -0.0088283    -0.41151]
0,0,[    0.57861    -0.34309    -0.26182]
0,2,[   -0.36814   -0.037139      0.1625]
0,0,[    0.20242    -0.01304    -0.11955]
0,0,[    0.25399    -0.16764    -0.31777]
0,0,[    0.32746   0.0020926    -0.44626]
0,0,[    0.29339    -0.21558    -0.47032]
0,0,[    0.30632     -0.2315    -0.44933]
0,2,[   -0.24763    0.047093     0.26534]
0,0,[    0.16136    -0.10991    -0.15004]
0,0,[    0.46307     -0.2096    -0.51045]
0,0,[    0.11198    -0.19595    -0.27243]
0,0,[    0.29035     0.27951    -0.33747]
0,0,[    0.80827    -0.41741    -0.64149]
0,0,[    0.83528    -0.22534    -0.69686]
0,0,[    0.22697     0.17546    -0.28775]
0,2,[   -0.23329    -0.23888     0.23547]
0,0,[    0.50883    -0.19268     -0.5653]
0,0,[    0.37028     0.26243    -0.46073]
0,0,[    0.15857     0.15579   -0.021988]
0,1,[  -0.079677     0.22547    -0.19696]
0,0,[    0.74297     -0.3041    -0.56831]
0,0,[    0.30392    -0.22645    -0.25196]
0,0,[     0.2425    0.093321    -0.18286]
