Label,Prediction,Probabilities
0,0,[     6.9059    -0.77444      -1.422]
0,0,[     12.197     -1.6748     -2.8815]
0,0,[     7.8786    -0.96916     -1.7036]
0,0,[     11.787     -1.6277     -2.7675]
0,0,[    0.96428     0.24066     0.11924]
0,0,[     16.199     -2.3705     -3.9452]
0,0,[     8.1762    -0.98737     -1.7926]
0,0,[     8.1459     -0.9724     -1.7684]
0,0,[     9.6415     -1.2564      -2.191]
0,1,[   0.084534     0.63091     0.15049]
0,0,[      8.001     -0.9562     -1.7358]
0,0,[     8.5688     -1.0438     -1.8858]
0,0,[     11.848     -1.6435     -2.7873]
0,0,[     10.027     -1.3052     -2.2818]
0,0,[      13.04     -1.8431     -3.1154]
0,0,[     3.9336    -0.27514    -0.68349]
0,1,[    0.10684     0.58098     0.19328]
0,0,[     13.432     -1.9321     -3.2713]
0,0,[     14.471      -2.113     -3.5355]
0,0,[     9.2617     -1.1958     -2.1254]
0,0,[     4.8104    -0.41867    -0.91811]
0,0,[     2.2648     0.02068    -0.20541]
0,0,[      14.56     -2.0872     -3.5131]
0,0,[     6.3465    -0.70517     -1.3648]
0,0,[     4.6547     -0.3944    -0.85605]
0,0,[      15.75     -2.3166      -3.863]
0,0,[     5.9892     -0.6073     -1.2249]
0,0,[     11.922     -1.6546     -2.8079]
0,0,[     5.2394    -0.47892    -0.97856]
0,0,[     10.456     -1.3994     -2.4403]
0,0,[     6.6557    -0.71321     -1.3506]
0,2,[   -0.35808    0.018777     0.93415]
0,0,[     8.2004    -0.98457     -1.7893]
0,0,[      9.028     -1.1792     -2.0346]
0,0,[     11.045      -1.508     -2.5897]
0,0,[     9.2693      -1.146     -2.0688]
0,0,[     7.0118    -0.79179     -1.5084]
0,0,[     10.803     -1.4416     -2.5194]
0,0,[     4.5326    -0.34787    -0.83797]
0,0,[     6.4848    -0.72349     -1.3626]
0,0,[     7.7107    -0.94041     -1.6909]
0,0,[      11.35     -1.5394     -2.6644]
0,0,[     8.2133     -1.0021     -1.7753]
0,0,[     8.8508      -1.083     -1.9473]
0,0,[     10.271     -1.3436     -2.3559]
0,0,[     6.5874    -0.73221     -1.3885]
0,0,[     6.5855    -0.73193     -1.4163]
0,0,[     11.284     -1.5584     -2.6344]
0,0,[     7.2969    -0.85019     -1.5751]
0,0,[     1.5532     0.14858    -0.03152]
0,0,[     13.731     -1.9441     -3.2794]
0,0,[     8.7824      -1.086     -1.9748]
0,1,[   0.071182     0.67021     0.11599]
0,0,[      13.07     -1.8319      -3.124]
0,0,[     12.728     -1.7677     -2.9931]
0,0,[     12.669     -1.7972     -3.0345]
0,0,[     5.5061    -0.53543      -1.086]
0,0,[     7.9334    -0.95954     -1.7305]
0,0,[     15.634     -2.2963     -3.8313]
0,0,[     10.709     -1.4003     -2.4397]
0,0,[     9.5843     -1.2173     -2.1403]
0,0,[    0.95853     0.24937     0.13131]
0,0,[    0.78661     0.27115     0.15596]
0,0,[     11.321     -1.5324     -2.6605]
0,0,[     10.958     -1.4874     -2.5805]
0,1,[   0.068789     0.68917    0.098549]
0,0,[      12.16     -1.6821     -2.8701]
0,0,[     13.732     -1.9243     -3.2526]
0,0,[     8.8084     -1.1073     -1.9808]
0,0,[     11.751     -1.6074     -2.7465]
0,0,[     9.8978     -1.2806       -2.27]
0,0,[     4.8467    -0.43802    -0.93338]
0,0,[     14.216     -2.0232     -3.3624]
0,0,[     5.3542    -0.51529     -1.0796]
0,0,[     6.9177    -0.79106     -1.5142]
0,1,[    0.14806     0.53284      0.2228]
0,0,[     8.1623    -0.98709     -1.7967]
0,0,[     6.9063    -0.78718     -1.4753]
