Label,Prediction,Probabilities
0,0,[     8.0783     -4.6882     -3.9629]
0,0,[     4.1592     -3.0993      -2.055]
0,0,[     5.7658     -2.7414     -3.3157]
0,0,[     1.8032    -0.22856     -1.8115]
0,0,[    0.75444     0.54446    -0.94249]
0,0,[     4.4902     -2.9279     -1.8609]
0,0,[     3.8148     -1.9922     -2.3236]
0,0,[     4.6848     -2.6125     -2.4326]
0,0,[     6.5491     -3.1669     -3.8082]
0,0,[      5.019     -2.9123     -2.2321]
0,0,[     3.4638    -0.87394     -3.0246]
0,0,[     6.0155     -2.4232     -3.8505]
0,0,[     3.2409     -1.0519      -3.043]
0,0,[     3.4526     -1.2981     -1.5727]
0,0,[     4.0976     -2.1614     -2.2442]
0,0,[     5.3319     -3.5009     -2.1914]
0,0,[     5.7635     -3.5077     -2.8004]
0,1,[   -0.11263     0.84451    -0.82141]
0,0,[     6.6914     -2.4188     -4.4176]
0,0,[     4.2341     -1.8862      -3.004]
0,1,[   0.038878      1.2991    -0.68507]
0,0,[     5.5005     -3.2748     -3.2821]
0,0,[     5.1557     -3.1632     -2.3987]
0,0,[     3.5273     -3.2554    -0.95252]
0,0,[     4.4029     -2.7243     -2.2135]
0,0,[     6.2629     -3.2126     -4.0684]
0,0,[     4.1558     -1.9459     -2.1537]
0,0,[     6.2154     -3.3065     -4.4697]
0,0,[     1.0586    -0.19451     -1.7086]
0,0,[     1.3673    -0.15302     -1.1561]
0,0,[     1.3108   -0.031022     -1.3058]
0,0,[     3.7929    -0.61047     -2.9713]
0,0,[     3.7715     -1.4469     -2.4651]
0,0,[     6.9856      -3.251     -4.5573]
0,0,[     3.4947    -0.97357     -3.1084]
0,0,[     2.2299    -0.85017     -1.2522]
0,0,[     3.2802     -1.3161     -2.1293]
0,0,[     7.4776     -4.1345     -4.4864]
0,2,[  -0.026603    -0.88514    0.091029]
0,0,[     5.3703     -1.9459     -3.7471]
0,0,[     5.2791     -3.1042     -2.5397]
0,0,[     5.1877     -2.2388      -3.885]
0,0,[     2.4239     0.15429     -2.6372]
0,0,[     3.6995    -0.83895     -3.4317]
0,0,[     5.9276     -2.8889     -3.8142]
0,0,[     2.4181     0.20879     -2.7287]
0,0,[     3.8374     -1.5134     -2.4461]
0,0,[     5.5402     -3.2413     -3.2748]
0,0,[     5.6088     -2.3411     -4.0053]
0,0,[     6.2287     -4.1027     -2.6488]
0,1,[    -2.3518      3.2011     -1.4568]
0,0,[     4.5288     -3.4509     -2.4124]
0,0,[     4.6607     -2.7849     -2.2748]
0,0,[     4.7387     -2.8512     -2.7972]
0,0,[     3.3557     -1.7933     -1.6495]
0,0,[     5.1929     -3.8371     -2.1275]
0,0,[     4.3934     -1.7001     -2.9875]
0,0,[     3.2894     -1.8536     -1.9066]
0,0,[     5.5804     -2.9486     -3.1151]
0,0,[     4.5746     -1.6903     -3.5321]
0,0,[     4.1273      -1.163     -2.8208]
0,0,[     5.3229     -1.9519     -3.1174]
0,0,[     1.0447    -0.87382    -0.10933]
0,0,[     5.8253     -2.4336     -3.3545]
0,0,[     4.2285      -2.358     -2.0005]
0,0,[     6.6556     -3.2445     -3.4355]
0,0,[     5.5355     -2.7862     -2.9979]
0,0,[     5.7604     -2.9823     -2.9012]
0,0,[     4.2529     -1.8512     -2.7248]
0,0,[       4.99     -2.4047     -2.8953]
0,0,[     5.5111      -2.036     -3.9081]
0,0,[     6.2471     -2.0311     -5.0133]
0,0,[     7.3982     -4.1673     -4.2381]
0,0,[     3.0739     -2.6516     -1.0918]
0,0,[      1.846    0.047458      -1.367]
0,0,[     5.9663     -3.4952     -3.1487]
0,0,[     4.8874     -3.0122     -2.3089]
0,0,[     6.5207     -3.0798     -3.7854]
0,0,[     5.9103     -3.0612      -3.401]
0,0,[      1.647     -1.4315   -0.015144]
0,0,[     4.3228     -2.9034     -1.4676]
0,0,[     5.2178     -3.3854     -2.3031]
0,0,[     5.0772     -2.6119      -3.074]
0,0,[     4.5167     -2.5735     -2.3842]
0,0,[     2.9524     0.20964     -3.2334]
0,0,[     2.1966     -2.3445    -0.74032]
0,0,[     1.3298    -0.48538    -0.75539]
0,0,[     5.7966      -2.885     -3.2312]
0,0,[     6.3242      -3.681     -2.8446]
0,0,[     2.0158    -0.77934      -1.285]
0,0,[     2.0225    0.047821     -2.4662]
0,0,[     4.1902      -1.034     -3.7811]
0,0,[     2.9989     -1.0072     -2.9761]
0,0,[     5.7828      -3.278     -3.1705]
0,0,[     5.6505     -2.8774     -3.5563]
0,0,[       3.83     -1.2491     -2.9118]
0,0,[       2.96     -1.4081     -1.5237]
0,0,[     4.2629     -2.2387     -1.9501]
0,0,[      4.914     -1.5327     -4.1028]
0,0,[     4.6736     -2.1987     -3.2738]
0,0,[     4.0997     -2.8199     -1.6222]
0,0,[     4.8743     -3.4258     -2.3028]
0,0,[      4.613     -1.5103     -3.7661]
0,0,[     1.6426    -0.71891     -2.2366]
0,0,[     3.7849     -1.4734     -2.8359]
0,0,[       6.26     -3.9324      -3.446]
0,0,[     2.4169    -0.90874     -1.3233]
0,0,[      5.983     -3.2325     -3.7124]
0,0,[     5.5726      -2.621     -3.1441]
0,0,[     4.9822     -4.4475     -1.2229]
0,0,[     5.0475     -2.3192     -2.8252]
0,0,[     4.4118     -1.2533     -3.8919]
0,0,[     4.7553     -2.3107     -3.3088]
0,0,[     7.5073     -5.3936     -3.6808]
0,0,[     4.4076     -1.3927     -3.2954]
0,1,[    -4.1538      4.1538    -0.81754]
0,0,[     4.6569      -2.741     -2.2507]
0,0,[     3.8394     -1.2568     -2.7269]
0,1,[     -1.421      1.5056    -0.65808]
0,0,[     4.4759     -0.9391      -4.349]
0,0,[      4.571       -2.22     -2.8443]
0,0,[     5.8834     -3.4366     -3.3804]
0,0,[     4.0087     -2.1808     -2.2994]
0,0,[     6.0425     -3.1187     -3.3104]
0,0,[     4.1787     -1.7854     -2.8615]
0,0,[     6.3684     -3.8227       -3.56]
0,0,[     6.5248     -3.0104     -3.9965]
0,0,[      5.317     -3.6279     -2.3196]
0,0,[     4.8818     -0.8715     -3.7891]
0,0,[     4.6758     -2.2417      -3.098]
0,0,[     4.7865     -2.5069      -2.686]
0,0,[     3.1197     -1.6675     -2.0853]
0,0,[     3.1119     -1.4927     -1.5574]
0,0,[     3.7827     -1.5936     -2.2914]
0,0,[     2.7143     -3.7103    -0.31848]
0,0,[     6.0329     -3.3553     -3.0291]
0,0,[     5.6923     -2.3791     -3.8184]
0,0,[     4.7439     -2.4665     -2.9589]
0,0,[     3.3446     -1.5779      -1.623]
0,0,[     2.3429     -1.3108     -1.2309]
0,0,[     5.3916     -3.5386     -2.3931]
0,1,[    -1.2025      2.9761     -2.2406]
0,0,[     3.8874     -1.7322     -2.6652]
0,0,[     3.5815     -2.3878     -1.6987]
0,0,[     1.7513    0.010766     -2.4304]
0,0,[     4.6771     -1.5174     -4.1774]
0,0,[     4.2697     -2.0961     -3.1013]
0,0,[     3.6552    -0.91324     -3.1035]
0,0,[     5.4237     -3.2544     -2.7433]
0,0,[      3.585     -0.7104     -3.1916]
0,0,[    0.75948     -1.9017     0.58599]
0,0,[     6.6704     -3.7504     -4.2362]
0,0,[     6.1986     -3.8107     -4.0857]
0,0,[     4.8271      -2.761     -2.1615]
0,0,[      5.176     -2.4281     -2.6026]
0,0,[     3.6057     -1.3794     -2.2911]
0,0,[     3.0961      -1.447     -2.1598]
0,0,[     4.0374     -1.5956     -2.5487]
0,0,[     4.3485     -2.1142     -2.1682]
0,0,[     5.6453     -3.5318     -2.4855]
0,0,[     6.5599      -3.586     -3.5538]
0,0,[     2.4368     -1.2187     -1.7789]
0,0,[     6.2894     -3.3437     -3.6356]
0,0,[     3.7663     -1.1996     -2.8906]
0,0,[     5.2609        -2.8     -3.5818]
0,0,[     6.8567     -3.6953     -3.9179]
0,0,[     4.2959     -3.2083     -1.7415]
0,0,[     2.3678    -0.75795     -1.4261]
0,0,[     6.5272      -3.644      -3.173]
0,0,[     6.5526     -3.3632     -3.9134]
0,0,[     5.5853     -2.3315     -2.9674]
0,0,[     8.3605      -5.303     -4.4413]
0,0,[     2.3727    -0.83031     -1.4622]
0,0,[     0.8209     0.32504     -1.6287]
0,0,[      3.953     -1.9836     -2.0599]
0,0,[    0.75023    0.083864    -0.56993]
0,0,[     3.3097     -1.3974     -2.2898]
0,0,[     6.2682     -3.5522      -3.078]
0,0,[     3.2881    -0.80585     -2.3492]
0,0,[     1.9589    -0.86693      -0.831]
0,1,[    -1.9359      1.6666    -0.18949]
0,0,[     4.8375     -2.9226     -2.0957]
0,0,[     2.7097    -0.36199     -2.1297]
0,0,[    0.99041    -0.46743    -0.42047]
0,0,[      3.618     -2.2937     -2.1542]
0,0,[     6.0779     -3.3847     -2.7875]
0,0,[      2.946    -0.92177     -2.1302]
0,0,[     4.4061     -1.8071     -3.5439]
0,0,[      3.119     -0.3402     -2.9243]
0,0,[     1.8006    -0.60191     -1.1932]
0,1,[   -0.23634     0.17145     0.11605]
0,0,[     5.6382     -2.7996     -3.2393]
0,0,[     5.3977     -3.7989     -2.2088]
0,0,[     5.2501     -2.2931     -3.8463]
0,0,[     5.1884      -3.248     -2.7153]
0,0,[     5.0555     -3.4091     -2.5225]
0,0,[     3.3262     -2.0646     -1.5886]
0,0,[     4.8572     -2.7706     -3.0534]
0,0,[     3.0228    -0.80753     -2.7337]
0,0,[     5.6962     -2.9336     -3.3609]
0,0,[     3.2863     -1.0854     -2.3906]
0,0,[     1.9976     -2.4012     -0.6976]
0,0,[     4.0984     -1.2026     -3.3475]
0,0,[     4.2407     -1.5066     -2.8277]
0,0,[      4.805     -3.0335     -2.0536]
0,0,[      6.918     -4.1292     -3.3064]
0,0,[     5.9363     -3.4007     -3.5904]
0,0,[      5.423     -2.4773     -3.9682]
0,0,[     4.1996     -1.9405     -2.3376]
0,0,[      8.406     -5.5977     -4.0467]
0,0,[     4.4002     -3.0973      -1.201]
0,0,[     1.8192     -2.3439    -0.41711]
0,0,[     5.9107     -2.8608     -3.9412]
0,2,[    -1.8506     0.22295      2.0078]
0,0,[     3.5207    -0.80639     -3.9491]
0,0,[     7.1105     -4.4594     -3.0666]
0,1,[    0.57782     0.99392      -2.601]
0,0,[     4.9857     -1.8938     -2.8348]
0,0,[    0.90451     0.82245     -1.5358]
0,1,[   -0.18894      1.9159     -2.2883]
0,0,[     4.6938     -1.8155     -2.8239]
0,0,[     4.2286     -1.5385     -2.5347]
0,0,[     5.3881     -3.0621     -3.2786]
0,0,[     5.0781     -2.1231     -2.8642]
0,0,[     4.3156     -1.1091     -3.4852]
0,0,[     4.7421      -1.587     -2.6854]
0,0,[     1.5901     -1.9433    -0.41504]
0,0,[     1.9359     -1.3655    -0.30553]
0,0,[     5.5798     -3.8116     -2.4781]
0,0,[     5.3454     -2.7287     -3.0429]
0,0,[     4.4862     -3.0304       -1.89]
0,0,[      4.736      -2.157     -3.1578]
0,0,[     4.5818     -2.2764     -2.5802]
0,0,[      3.949    -0.80592     -4.0215]
0,0,[     4.4508     -2.3083     -2.4055]
0,0,[     4.4436     -2.0485     -2.6891]
0,2,[     0.8105     -2.7593      1.7207]
0,0,[     3.8413     -1.8978     -1.9196]
0,0,[     4.3539     -2.1694      -2.744]
0,1,[    -3.1786      1.7839      1.0271]
0,0,[     5.7859     -4.1083     -2.8246]
0,0,[     4.8408     -2.1365     -3.0533]
0,0,[     3.6547     -1.7381     -2.2138]
0,0,[     6.4141     -4.7832     -3.3635]
0,0,[     5.7432     -2.8794      -3.118]
0,0,[    0.19653    -0.35923    -0.84908]
0,0,[     1.1991    0.039867    -0.93141]
0,0,[     4.7591     -2.5871     -1.9548]
0,0,[      3.493      -1.728     -2.8843]
0,0,[     4.5065     -1.8985     -2.8187]
0,0,[     3.5351     -1.7275     -2.6966]
0,0,[     3.7683     -2.7113     -1.3327]
0,0,[     2.2215    -0.77597     -1.7302]
0,0,[     3.4622     -1.7095     -2.3289]
0,0,[     4.9945      -2.046     -2.7861]
0,0,[     4.9907     -1.8748     -3.5444]
0,0,[     6.1892     -3.8706     -2.9303]
0,0,[    0.62045      0.1359    -0.76361]
0,0,[     4.7235     -3.0409     -2.5053]
0,0,[     3.3966     -1.8001     -1.4176]
0,0,[     3.1487     -1.7051     -1.7142]
0,0,[     4.6218     -2.0212     -2.5769]
0,0,[     4.8941     -3.1213     -2.0355]
0,0,[     2.7244      -1.996    -0.72151]
0,0,[     5.3907     -2.9314     -2.7378]
0,0,[      6.815     -3.8326     -3.2416]
0,0,[     6.4077     -2.4578      -3.775]
0,0,[     3.4419     -1.2241     -2.0189]
0,0,[     6.2073     -4.0547     -3.5182]
0,0,[      3.959      -1.261     -2.9282]
0,2,[   -0.36338     -0.2598     0.64538]
0,0,[     3.1935     -1.3798      -1.975]
0,0,[     3.2006     -1.5215     -2.1185]
0,0,[     5.8481     -3.0779     -3.4063]
0,0,[     1.5886   -0.077787    -0.99164]
0,0,[     2.9898     -2.1534     -1.2641]
0,0,[     3.8393     -1.8893      -2.237]
0,0,[     4.5243     -2.5938     -2.5939]
0,1,[    -2.8323      2.8562     -1.0378]
0,0,[     4.7389     -2.8331     -2.4546]
0,0,[     4.0384     -1.7969     -1.8428]
0,0,[     1.2777     -1.5089     0.21866]
0,0,[     6.2833     -4.4247     -3.3618]
0,0,[      5.606      -2.743     -3.8183]
0,0,[     4.6814     -1.3131     -4.0662]
0,0,[     2.6992    -0.71384     -2.8302]
0,0,[      5.309       -2.15     -3.6773]
0,0,[     4.4238     -1.6946     -3.5813]
0,1,[    -2.0176      1.2191     0.92701]
0,0,[     3.6744     -2.1525     -1.5508]
0,0,[     3.4281     -2.7032     -1.4584]
0,0,[     2.0548    -0.78181     -1.5726]
0,0,[     3.5079     -1.4956     -1.6147]
0,0,[     4.5781     -2.0932      -2.945]
0,1,[    0.33669     0.50369      -1.107]
0,0,[     6.7441     -2.9187     -4.7073]
0,0,[     5.0295     -2.0413     -3.6783]
0,0,[     4.9629     -2.4133     -2.7678]
0,0,[     4.5458     -3.1016     -1.4879]
0,0,[     5.6425     -3.1075     -3.2135]
0,0,[     4.1029     -2.3143     -2.3759]
0,0,[     3.1867     -2.5713     -1.1883]
0,0,[     4.1117     -2.3428     -2.0529]
0,0,[     4.8135      -2.618     -2.3618]
0,0,[     4.5205     -1.4335     -3.8262]
0,0,[     5.2876     -2.2546     -3.6859]
0,0,[     5.3362     -2.0364     -3.9501]
0,0,[     4.5336     -1.4728     -2.8557]
0,0,[      3.991     -1.2248     -2.5934]
0,0,[     4.8814     -3.0739      -2.537]
0,0,[     5.0921     -2.9022     -2.8391]
0,0,[      4.811     -2.3791     -3.1896]
0,0,[     5.8451      -3.126     -3.9153]
0,0,[     5.2541     -2.7997     -2.8474]
0,1,[   -0.10562      2.3312     -2.6574]
0,0,[     1.2379    -0.71949    -0.57202]
0,0,[     5.7694     -2.8166     -3.7195]
0,0,[     5.3975     -2.3452     -3.0408]
0,0,[     3.4262     -1.5152      -2.819]
0,0,[     6.5963     -3.5727     -3.6961]
0,0,[     4.7685     -2.0615     -2.9359]
0,0,[     2.7194     -1.7279    -0.51446]
0,0,[      4.033     -2.0039     -2.0976]
0,0,[     1.3243     0.66842     -1.7858]
0,0,[      2.012    -0.62573     -1.8004]
0,0,[     3.7207     -2.1946     -2.0344]
0,0,[     1.7202    -0.66475    -0.80414]
0,0,[     1.1052    -0.32492    -0.65597]
0,0,[     3.8847     -1.3102     -3.5919]
0,0,[     5.0211     -2.8215     -2.3846]
0,0,[     2.3796      -1.783     -1.2034]
0,0,[     1.7545     -2.3156     0.20469]
0,0,[     4.2654     -2.6345     -1.7585]
0,0,[       6.58     -3.8028     -3.3038]
0,0,[     7.7804     -5.1409     -4.3335]
0,0,[     7.9831     -5.0481     -4.2326]
0,0,[     3.7701     -1.7637     -1.5367]
0,0,[     7.4384     -3.8966      -4.215]
0,0,[     6.1713     -3.9424     -3.1072]
0,0,[     5.5347     -2.8323     -2.8884]
0,0,[     4.4261     -1.9675     -3.9038]
0,0,[     7.1509     -3.1531     -4.7752]
0,0,[     3.5783     -1.5158     -1.6072]
0,0,[     3.8657     -2.6434     -1.6929]
0,0,[     2.9357    -0.80384     -2.5698]
0,0,[     8.9377     -5.8681     -4.5041]
0,0,[     4.1505     -2.6229     -1.9251]
0,0,[     4.9096     -2.5838     -2.8277]
0,0,[     3.5114     -1.4223     -2.0306]
0,0,[     4.8333     -2.3136     -2.6827]
0,0,[     4.0343     -2.6566     -1.7747]
0,0,[     5.6884     -2.4098     -4.0726]
0,0,[      1.727    -0.53327     -1.5849]
0,0,[     3.8214     -1.9162     -1.6621]
0,0,[     3.2257     -1.7297     -1.6014]
0,0,[     4.2953      -2.369     -2.0554]
0,0,[     3.9127     -1.5817     -2.3321]
0,0,[     2.6075     -1.6899     -1.8995]
0,0,[     7.7559     -4.9606      -4.018]
0,0,[      3.228     -1.4244     -1.8083]
0,0,[     3.5397     -1.1928     -2.0337]
0,0,[     2.5301     -1.1337    -0.73686]
0,0,[     3.7526     -2.7177     -1.3202]
0,0,[     5.5764     -2.8097     -3.4904]
0,0,[     3.0015    -0.52675     -3.2613]
0,0,[     4.5583     -1.9107     -2.7098]
0,0,[     3.1638     -1.6635     -2.0071]
0,0,[     4.2249     -1.7235     -3.4345]
0,0,[     3.5203     -3.1888    -0.45352]
0,0,[     5.2533     -3.0496     -2.6196]
0,0,[     4.3906     -2.1352     -2.3072]
0,1,[   -0.79503       2.061     -2.1023]
0,0,[     2.4861    -0.82688     -1.3524]
0,0,[     7.5008     -4.2345     -4.4366]
0,0,[      5.086     -2.6934     -2.9793]
0,0,[     2.9847     -2.0039     -1.3572]
0,0,[     6.3454      -3.414     -3.6508]
0,0,[     5.5583     -2.4842     -4.0393]
0,0,[     7.3269     -4.6019     -4.0683]
0,0,[     3.2252     -1.6491      -2.287]
0,0,[     6.3683     -3.6896     -3.2492]
0,0,[     5.7533      -2.794     -3.3588]
0,0,[     4.9799     -2.1668     -3.0415]
0,0,[      5.539     -3.4158     -2.9608]
0,0,[     4.6537     -2.8569     -2.1428]
0,0,[     6.1845     -2.9862     -3.4722]
0,0,[     4.8287     -2.2913     -3.2033]
0,0,[     3.4517     -2.2747     -1.2937]
0,0,[     5.3317     -2.1632     -3.8217]
0,0,[     5.1605     -2.7941     -2.8712]
0,0,[     4.3438     -1.9315     -2.3304]
0,0,[    0.73932     -1.3169     0.18297]
0,0,[     6.1139     -3.0684     -3.9156]
0,0,[     4.1635     -1.8222     -3.2433]
0,0,[     7.1315     -3.5729     -4.1556]
0,0,[     3.0651     -1.3065     -2.0541]
0,0,[     6.7095      -3.636     -3.7716]
0,0,[     1.2932     -0.6812    -0.47822]
0,0,[     6.0358     -3.2198     -3.6321]
0,0,[     5.3546     -2.4153     -3.3301]
0,0,[     3.7197     -2.1454     -1.9968]
0,0,[     2.4438     -1.0233     -1.3406]
0,0,[     5.0114     -2.3582     -3.0106]
