Label,Prediction,Probabilities
0,0,[     13.759     -1.3722     -3.8109]
0,0,[     7.7265    -0.58733     -1.9655]
0,0,[      9.116    -0.76672     -2.3854]
0,0,[      3.348   -0.016305    -0.62644]
0,0,[    0.69517     0.32298     0.18279]
0,0,[     9.1713    -0.77938     -2.4003]
0,0,[     5.6037    -0.30503      -1.319]
0,0,[     5.9088    -0.34445     -1.4092]
0,0,[     11.273       -1.04     -3.0513]
0,0,[      6.784    -0.47827     -1.6578]
0,0,[      6.795    -0.45165     -1.6904]
0,0,[     11.886     -1.1131     -3.2521]
0,0,[     9.0798    -0.75599     -2.3834]
0,0,[      5.959    -0.36167     -1.4151]
0,0,[     13.056     -1.2721     -3.6008]
0,0,[     8.8133    -0.73081     -2.2939]
0,0,[     8.7392     -0.7154     -2.2766]
0,1,[   -0.26378     0.63574    -0.13688]
0,0,[     13.415     -1.3157     -3.7153]
0,0,[     6.6269    -0.43949     -1.6296]
0,1,[    -1.2971     0.71941    -0.66161]
0,0,[     13.856     -1.3807     -3.8422]
0,0,[     7.2601    -0.51869     -1.8255]
0,0,[     10.332       -0.93      -2.759]
0,0,[     13.397     -1.3223     -3.7006]
0,0,[      12.83      -1.244     -3.5303]
0,0,[     8.0291    -0.63321     -2.0504]
0,0,[     9.7126    -0.84035     -2.5768]
0,0,[     1.4866    0.070618     0.18289]
0,0,[     2.5297    0.091252    -0.37992]
0,0,[     2.4765     0.09033    -0.34982]
0,0,[       8.84    -0.72457      -2.307]
0,0,[      10.28     -0.9128     -2.7502]
0,0,[     13.678      -1.351     -3.7859]
0,0,[     7.2842    -0.52067       -1.84]
0,0,[      5.443     -0.2911     -1.2662]
0,0,[     5.1714    -0.25007     -1.1836]
0,0,[     11.297     -1.0542      -3.054]
0,0,[     1.6767     0.16482   -0.069422]
0,0,[     12.391     -1.1796     -3.4016]
0,0,[     11.456     -1.0664     -3.1052]
0,0,[     10.227    -0.90186     -2.7357]
0,0,[     5.0235    -0.22564      -1.145]
0,0,[     5.0593    -0.23485      -1.155]
0,0,[     10.841    -0.99018     -2.9181]
0,0,[     5.2649    -0.26175     -1.2171]
0,0,[     6.8036     -0.4607     -1.6833]
0,0,[     10.357    -0.92676     -2.7721]
0,0,[     14.036     -1.3961     -3.8986]
0,0,[       11.5     -1.0662     -3.1303]
0,1,[    -1.4901     0.94302     -1.2025]
0,0,[     10.386    -0.92478     -2.7847]
0,0,[     7.9015    -0.60383     -2.0219]
0,0,[      8.291    -0.65374     -2.1417]
0,0,[      6.332    -0.39847     -1.5437]
0,0,[      14.28     -1.4436     -3.9641]
0,0,[     6.7395    -0.44567     -1.6734]
0,0,[     5.6829    -0.31704     -1.3408]
0,0,[     9.5612    -0.83736     -2.5111]
0,0,[     12.131     -1.1389     -3.3278]
0,0,[      5.194    -0.25628      -1.189]
0,0,[     9.6106    -0.83298     -2.5361]
0,2,[   -0.91506     0.15527     0.72718]
0,0,[      13.78      -1.359     -3.8279]
0,0,[     8.4994    -0.68194      -2.199]
0,0,[     12.247      -1.181      -3.344]
0,0,[     13.745     -1.3598     -3.8134]
0,0,[     13.631     -1.3466     -3.7783]
0,0,[     11.193     -1.0318     -3.0291]
0,0,[     13.423     -1.3396     -3.6999]
0,0,[     8.9094    -0.73666     -2.3293]
0,0,[     12.775     -1.2292     -3.5202]
0,0,[     12.334     -1.1866     -3.3727]
0,0,[     6.7771    -0.46084     -1.6741]
0,0,[     2.8133    0.050216    -0.45628]
0,0,[     11.277     -1.0509     -3.0475]
0,0,[     7.4554     -0.5498     -1.8786]
0,0,[     11.733     -1.1049     -3.1947]
0,0,[     16.637       -1.73     -4.7014]
0,0,[     5.9317    -0.37013     -1.4076]
0,0,[     7.3566    -0.53696     -1.8509]
0,0,[     10.643    -0.96213      -2.859]
0,0,[     10.758    -0.96641     -2.9002]
0,0,[     8.5317    -0.68003     -2.2184]
0,0,[     6.9873    -0.48397     -1.7464]
0,0,[     4.6774    -0.18493     -1.0401]
0,0,[     2.7201    0.065801    -0.43355]
0,0,[     10.314    -0.92316     -2.7576]
0,0,[     14.823     -1.5103     -4.1353]
0,0,[     1.7973     0.18052    -0.14605]
0,1,[    0.23734      0.5643     0.15288]
0,0,[     9.6346    -0.82107     -2.5597]
0,0,[     7.5639    -0.56705      -1.912]
0,0,[     11.408     -1.0581     -3.0964]
0,0,[     9.7251    -0.82934     -2.5894]
0,0,[     5.1469    -0.24656     -1.1788]
0,0,[     4.7302    -0.19379      -1.048]
0,0,[     7.7568    -0.59383     -1.9687]
0,0,[     6.6202    -0.43637     -1.6312]
0,0,[      10.41    -0.93967     -2.7805]
0,0,[     6.0387     -0.3691     -1.4445]
0,0,[       8.83    -0.72893      -2.304]
0,0,[     5.5302    -0.30949     -1.2891]
0,0,[     5.5466    -0.29943     -1.2986]
0,0,[     8.7318    -0.71319     -2.2737]
0,0,[     11.785     -1.1092     -3.2105]
0,0,[     3.5901   -0.047108    -0.69843]
0,0,[     9.6612    -0.83094      -2.565]
0,0,[     9.6202    -0.82692     -2.5434]
0,0,[     11.098     -1.0179     -2.9999]
0,0,[     10.689    -0.97079     -2.8681]
0,0,[     7.2663    -0.53008     -1.8199]
0,0,[     9.4021    -0.79224     -2.4872]
0,0,[     10.162    -0.89714     -2.7132]
0,0,[     9.9443    -0.86005     -2.6548]
0,1,[    -2.3879      1.2014     -2.0453]
0,0,[     14.495     -1.4623     -4.0391]
0,0,[     8.5191    -0.68142     -2.2172]
0,1,[   -0.50164     0.59301    -0.12281]
0,0,[     10.562    -0.94528     -2.8435]
0,0,[     7.5973    -0.56069     -1.9313]
0,0,[     9.9378    -0.87712     -2.6388]
0,0,[     6.8849    -0.47463     -1.7082]
0,0,[     12.014      -1.135     -3.2814]
0,0,[     11.873     -1.1194     -3.2367]
0,0,[     13.449     -1.3257     -3.7207]
0,0,[      13.99     -1.3905     -3.8889]
0,0,[     10.375    -0.92592     -2.7836]
0,0,[     10.339    -0.90534     -2.7728]
0,0,[      7.057    -0.49798     -1.7583]
0,0,[     15.897     -1.6326      -4.478]
0,0,[     6.7873    -0.46492     -1.6762]
0,0,[     4.7605    -0.19731     -1.0617]
0,0,[     5.7537    -0.33386     -1.3542]
0,0,[      6.862    -0.46843     -1.7082]
0,0,[     10.469    -0.93143     -2.8135]
0,0,[      13.49     -1.3259      -3.739]
0,0,[     8.9399     -0.7344     -2.3424]
0,0,[     6.9035    -0.47788     -1.7129]
0,0,[     4.0192    -0.10906    -0.82731]
0,0,[     9.6416    -0.83853     -2.5461]
0,1,[    -1.8045      1.0065     -1.4319]
0,0,[     8.5546    -0.68804     -2.2229]
0,0,[     4.9814    -0.23666     -1.1237]
0,0,[     5.5872    -0.30695     -1.3116]
0,0,[     8.3153    -0.65149     -2.1585]
0,0,[     9.4085    -0.79528     -2.4877]
0,0,[     5.3971    -0.27064     -1.2636]
0,0,[     9.1373    -0.77236     -2.3917]
0,0,[     5.2827    -0.26542     -1.2182]
0,0,[    0.98082     0.21258      0.2042]
0,0,[     11.218     -1.0339     -3.0354]
0,0,[     7.8133    -0.59811     -1.9914]
0,0,[     14.469     -1.4596     -4.0262]
0,0,[     14.625     -1.4865     -4.0721]
0,0,[     4.8494    -0.20232     -1.0936]
0,0,[     9.5913    -0.82969     -2.5332]
0,0,[     5.1522    -0.24182     -1.1858]
0,0,[     7.6348    -0.57833     -1.9367]
0,0,[     8.9839    -0.74922     -2.3486]
0,0,[      11.46     -1.0739     -3.0976]
0,0,[     6.7578    -0.44187       -1.68]
0,0,[     11.751     -1.1032     -3.2015]
0,0,[     6.0836    -0.36082     -1.4707]
0,0,[     7.5129    -0.56181     -1.8947]
0,0,[     12.195     -1.1568     -3.3375]
0,0,[     8.7874    -0.72531     -2.2861]
0,0,[     3.0328    0.032883    -0.53497]
0,0,[     11.022     -1.0105     -2.9732]
0,0,[     15.323     -1.5624     -4.2952]
0,0,[     10.335    -0.91783      -2.769]
0,0,[     12.568     -1.2175      -3.443]
0,0,[     4.9704    -0.23883     -1.1127]
0,0,[      2.301     0.11606    -0.30196]
0,0,[     7.5193    -0.57043     -1.8887]
0,0,[    0.64033     0.33021     0.20447]
0,0,[     6.6844    -0.45597     -1.6357]
0,0,[     10.856    -0.98734     -2.9299]
0,0,[     6.5885    -0.42468     -1.6249]
0,0,[     1.8881     0.16702    -0.17257]
0,1,[    -1.5893     0.34552     0.24608]
0,0,[     8.3589    -0.67059     -2.1593]
0,0,[     5.0071    -0.22681     -1.1389]
0,1,[   -0.37763      0.5594 -0.00093395]
0,0,[     2.3944     0.10636     -0.3343]
0,0,[     11.532     -1.0722     -3.1324]
0,0,[     4.0137    -0.10307    -0.83142]
0,0,[     13.234     -1.2947     -3.6523]
0,0,[     2.3697     0.11451    -0.32971]
0,0,[     4.3972    -0.15994    -0.93771]
0,2,[    -1.0611    -0.61632      2.1875]
0,0,[     6.6992    -0.44934     -1.6499]
0,0,[     10.037    -0.88873     -2.6701]
0,0,[     9.5943    -0.81971     -2.5413]
0,0,[     10.117    -0.89909     -2.6978]
0,0,[     10.367    -0.91639     -2.7843]
0,0,[     8.5162    -0.69402     -2.2019]
0,0,[     10.388    -0.92513     -2.7834]
0,0,[     5.2188    -0.25309     -1.2053]
0,0,[     14.123     -1.4042     -3.9354]
0,0,[      7.294    -0.51928     -1.8426]
0,0,[     5.5335    -0.29469     -1.3023]
0,0,[     6.5866     -0.4296     -1.6228]
0,0,[     8.5467    -0.68702     -2.2117]
0,0,[     8.4322    -0.68717     -2.1669]
0,0,[     12.514     -1.2006      -3.437]
0,0,[     13.309     -1.3092     -3.6765]
0,0,[     11.512     -1.0676     -3.1299]
0,0,[     7.3943    -0.54466     -1.8608]
0,0,[     15.233     -1.5611     -4.2644]
0,0,[     7.4271    -0.54624     -1.8719]
0,0,[     3.1626      0.0151    -0.57946]
0,0,[     10.309    -0.91339     -2.7573]
0,2,[    -2.0174    -0.99856      2.8308]
0,0,[     6.1966    -0.37606     -1.5103]
0,0,[     13.488     -1.3359     -3.7291]
0,1,[   -0.94513     0.94538      -1.023]
0,0,[      8.402    -0.67332     -2.1646]
0,0,[     2.8367    0.053863    -0.47337]
0,1,[   -0.59983     0.78587    -0.57375]
0,0,[     9.8395    -0.84714     -2.6158]
0,0,[     10.762     -0.9733     -2.8963]
0,0,[     15.032     -1.5268     -4.2083]
0,0,[     9.3682     -0.8001     -2.4629]
0,0,[     5.8237    -0.33325      -1.388]
0,0,[     7.8605    -0.60197     -2.0036]
0,0,[     2.0344    0.014693   0.0065737]
0,0,[     3.5438   -0.079395    -0.64443]
