Label,Prediction,Probabilities
0,0,[     11.837     -7.6611     -4.7424]
0,0,[     3.6226     -2.9001     -1.1939]
0,0,[     5.2306     -2.6176     -2.6208]
0,0,[     1.6171    0.046715     -1.6763]
0,0,[    0.99379     0.42899    -0.95719]
0,0,[     4.0857     -2.6581      -1.407]
0,0,[     3.4925      -1.964     -1.7924]
0,0,[     4.9374     -2.8407     -2.1796]
0,0,[      8.827     -4.8352     -4.8118]
0,0,[     5.0451      -3.018       -2.12]
0,0,[     5.0587     -1.6302     -4.4893]
0,0,[     6.8433     -2.4951     -4.6687]
0,0,[     4.3862     -1.1994     -4.0034]
0,0,[     3.7056     -1.9057     -1.3044]
0,0,[     5.6718     -2.7147     -3.0372]
0,0,[     5.2026     -3.1494     -2.1183]
0,0,[     6.9106     -4.0794     -3.3328]
0,0,[    0.79359    -0.14305     -0.7977]
0,0,[     7.1398     -2.2817     -4.8021]
0,0,[     3.9624     -1.3982     -3.3886]
0,0,[    0.80647     0.70992     -1.5226]
0,0,[     5.4004     -2.5091     -3.8648]
0,0,[     4.4825     -3.2561     -1.2798]
0,0,[     2.5423     -2.3213   -0.049425]
0,0,[      6.231     -3.4656     -3.5627]
0,0,[     7.8773      -4.471     -4.7694]
0,0,[     3.9737     -1.9963     -2.0338]
0,0,[     6.1693     -3.8538     -3.3589]
0,1,[   -0.68063     0.55388     -0.4564]
0,0,[     1.8596    -0.65092     -1.5554]
0,0,[      1.256    -0.12588     -0.9142]
0,0,[     3.2842    -0.23312     -2.5542]
0,0,[     5.3926     -1.9763     -3.4478]
0,0,[     8.1157     -3.9333     -4.9865]
0,0,[     3.7444     -0.4419     -3.7876]
0,0,[     3.8162     -1.3263     -2.0925]
0,0,[     4.0613     -2.4621     -2.2233]
0,0,[     10.672     -5.7429     -6.0212]
0,2,[    0.34304     -1.8282     0.73045]
0,0,[     6.1833     -2.3127     -4.2106]
0,0,[     4.7795     -3.1954     -1.5517]
0,0,[     5.9272      -2.058     -4.4162]
0,0,[     2.2608     0.30316     -2.8904]
0,0,[     3.1097   -0.066233     -3.7691]
0,0,[     6.4579     -3.3984     -3.9248]
0,0,[     1.7149     0.64828     -2.6956]
0,0,[     4.6504     -2.2982     -2.4368]
0,0,[     8.1923     -4.3821     -5.0446]
0,0,[     5.8392     -2.1447     -4.9518]
0,0,[     7.8525     -5.2514     -3.5042]
0,1,[    -1.7244      3.0487     -1.6344]
0,0,[     5.2181     -3.6565     -2.7753]
0,0,[      4.617     -1.9007     -3.1663]
0,0,[     4.4196     -2.6431     -2.2231]
0,0,[     3.4175     -1.7198     -1.7066]
0,0,[     7.0536      -4.946     -2.8183]
0,0,[     4.9993     -1.7044     -2.9179]
0,0,[     3.9174      -1.919     -1.9073]
0,0,[     4.8025      -2.769     -2.6184]
0,0,[     5.9071      -1.729     -4.8225]
0,0,[     4.1662      -1.608     -1.9527]
0,0,[     5.3605     -2.0476     -3.2154]
0,2,[    0.28694    -0.50946     0.34212]
0,0,[     9.6172      -4.511     -5.3502]
0,0,[     4.7269     -2.9927     -1.9229]
0,0,[     7.9364     -3.5972     -4.2462]
0,0,[     7.1538     -3.5917     -4.2681]
0,0,[     7.9777     -4.0312     -4.4151]
0,0,[     5.0237     -2.3779     -2.8978]
0,0,[     5.9203     -2.5478     -3.6561]
0,0,[     6.2062     -2.2347     -4.1072]
0,0,[      4.832    -0.68308      -5.054]
0,0,[     9.8395     -5.6334      -5.412]
0,0,[     4.0125     -3.4912      -1.093]
0,0,[     2.4281    -0.48872     -1.7108]
0,0,[     7.3479     -3.9206     -4.0009]
0,0,[     5.7466     -3.9544     -1.8623]
0,0,[     7.1602     -3.0284     -4.4428]
0,0,[     7.5682     -3.8392      -4.345]
0,0,[     4.5676     -2.7698     -1.8441]
0,0,[     5.4455     -3.1733     -2.2893]
0,0,[     5.1881     -3.7181     -2.5052]
0,0,[     7.4253     -3.9872     -4.3918]
0,0,[      4.804     -2.8069     -2.1364]
0,0,[     2.4386     0.48628     -3.1585]
0,0,[     1.2115     -1.0126    0.038571]
0,0,[      1.377     -1.2897   -0.089627]
