Label,Prediction,Probabilities
0,0,[     6.0397     -3.6919     -2.4178]
0,0,[      4.744     -2.7658     -2.6136]
0,0,[     4.8607     -3.7177     -1.2228]
0,0,[     6.1575     -4.1771     -2.4636]
0,1,[    -2.5125      4.8154     -3.5941]
0,0,[     8.4809     -4.2536     -4.4983]
0,0,[     10.469     -5.2063     -6.2244]
0,0,[     6.1575     -3.2947     -3.7518]
0,0,[     8.8554     -4.1971     -5.7613]
0,1,[    -1.8723      3.6396     -2.7393]
0,0,[      1.629    -0.30696     -2.2244]
0,0,[     1.4437    -0.88671     -1.3597]
0,0,[     7.5481     -4.6861     -3.0434]
0,0,[      6.493     -3.2899     -4.3206]
0,0,[     3.9634     -1.8726     -3.1688]
0,0,[     1.5446     0.34549     -2.9133]
0,0,[     1.0524     -0.6091     -1.2655]
0,0,[     8.1936     -4.0118     -4.3611]
0,0,[     8.3284     -4.8256     -3.6282]
0,0,[      4.717     -1.5703     -3.7195]
0,0,[     7.8412     -4.3334     -3.4128]
0,0,[     3.7094    -0.45287     -3.6433]
0,0,[     7.3472     -3.8416     -4.1331]
0,0,[     6.1322     -3.8048     -3.1503]
0,0,[     4.3508      -2.829     -2.7245]
0,0,[     7.6753     -3.2183     -4.1939]
0,0,[     4.8043     -1.7868     -3.1436]
0,0,[     7.0391     -3.6582     -3.6235]
0,0,[     7.0914     -4.2773     -3.6998]
0,0,[      6.694     -3.5983     -3.5126]
0,0,[     3.8444     -1.8128     -2.9452]
0,2,[    -3.5516     -1.2956      3.4053]
0,0,[     6.9779     -2.9365     -4.5116]
0,0,[     8.5879     -5.0226     -3.5731]
0,0,[     7.4207      -3.904      -3.907]
0,0,[     7.0608     -3.5803     -4.4483]
0,0,[     3.7782    -0.39447     -3.6341]
0,0,[     4.8201    -0.86226     -4.1822]
0,0,[     3.3254      1.3934     -5.4378]
0,0,[     6.5381     -1.6539     -5.2213]
0,0,[     6.0016     -3.2602      -2.847]
0,0,[     5.1671     -1.9214     -3.4104]
0,0,[     3.3557     -2.8197      -1.031]
0,0,[     3.1811     0.81011     -4.3896]
0,0,[     5.9459     -3.2787     -3.5999]
0,0,[     3.7191     -1.0916     -3.7356]
0,0,[      4.391     -2.5054     -1.9731]
0,0,[     7.5718     -3.8692      -4.417]
0,0,[     4.2709    -0.83999     -3.9335]
0,0,[      2.037     -1.2766     -1.1213]
0,0,[     6.4466     -2.1138     -4.5929]
0,0,[     9.3596     -4.6222     -5.2407]
0,1,[    -2.4865      2.2702    -0.15929]
