Label,Prediction,Probabilities
0,0,[      4.422     -1.8742     -2.7181]
0,0,[     8.3731     -2.9641     -5.4536]
0,0,[     3.0998    -0.92334     -2.2067]
0,0,[     6.9089     -2.4485     -4.4462]
0,0,[     2.8934    -0.90285     -2.0244]
0,0,[     15.038      -6.966     -9.6551]
0,0,[     10.928     -3.9254      -7.878]
0,0,[     11.938       -5.05     -7.7241]
0,0,[     13.738     -6.6224     -8.0601]
0,1,[    -3.2381      3.7146    -0.50653]
0,0,[     6.2786     -1.3087     -4.9807]
0,0,[     9.1538     -3.7266     -6.1922]
0,0,[     11.593     -5.2974     -6.5256]
0,0,[     11.074     -4.5916     -7.0247]
0,0,[     11.659     -4.8895     -7.6149]
0,0,[     2.4602     -1.0324     -1.7818]
0,1,[    -1.1643      2.6988     -1.2656]
0,0,[     12.248     -6.3464     -7.2807]
0,0,[     9.7664     -3.4513     -7.2829]
0,0,[     8.4277     -1.8593     -6.9522]
0,0,[     5.2999    0.050658     -5.6152]
0,0,[     5.1002     -1.4524     -3.8901]
0,0,[     9.9283     -4.4238     -6.0909]
0,0,[     9.8856     -2.8783     -7.7224]
0,0,[     5.1799     -3.6968     -1.8415]
0,0,[     7.7875     -2.8831     -5.7136]
0,0,[     4.6147     -1.5098     -2.9429]
0,0,[     5.5426     -2.6047     -3.2489]
0,0,[     2.7884      -1.219     -2.0691]
0,0,[     11.433     -5.5558     -7.1237]
0,0,[     8.0889     -3.2082     -5.3533]
0,1,[   -0.28976      1.6732     -1.0565]
0,0,[     5.1713     -3.6063     -1.7612]
0,0,[     12.303     -7.0298     -6.5303]
0,0,[     5.2982     -2.2806     -3.5416]
0,0,[     4.9815    -0.14155     -4.6754]
0,0,[    0.16376     0.03262    -0.55324]
0,0,[     4.6079     -1.2884     -3.7889]
0,0,[     6.8613     -1.4614     -5.7936]
0,0,[     3.7116    -0.37957     -3.9417]
0,0,[     2.2486     -1.7577    -0.62213]
0,0,[      1.802     0.40209     -1.8186]
0,0,[     4.1095     -1.3089     -2.6552]
0,0,[     12.288     -4.6934     -8.4766]
0,0,[     8.9496     -2.1017     -7.8668]
0,0,[     2.5016      1.3116     -3.2425]
0,0,[     12.993     -5.8714     -8.6959]
0,0,[      10.39     -4.0574     -7.1447]
0,0,[      4.798    -0.66587      -4.559]
0,1,[  -0.056585      3.6551     -3.8656]
0,0,[     8.8625     -4.6039     -4.8277]
0,0,[     6.5185      -1.425     -5.4139]
0,2,[    -1.9555     0.73065       1.633]
0,0,[     7.2524     -2.1433     -5.3217]
0,0,[     12.401     -5.9677     -7.3161]
0,0,[     4.4398     -3.4602     -1.1062]
0,0,[     7.1594     -4.6441     -3.2313]
0,0,[     6.6536      -3.618     -3.3735]
0,0,[     2.7241      -0.197     -2.9239]
0,0,[     7.4233     -2.1345     -6.2215]
0,0,[     9.8247     -3.4053      -7.148]
0,0,[     5.0867    -0.59368     -4.5362]
0,0,[     2.2623     -1.0538     -1.5806]
0,0,[     8.1618     -3.6531     -4.8799]
0,0,[     6.7372     -1.6997     -5.8857]
0,1,[   -0.55045      1.8384     -1.1741]
0,0,[      5.112    -0.85249      -4.709]
0,0,[     8.4356     -3.7779      -5.435]
0,0,[     7.1305     -4.9823     -2.5123]
0,0,[     4.3858     -1.1162      -3.164]
0,0,[     7.0285      -3.136     -4.4203]
0,0,[     3.8792     -1.9619      -2.194]
0,0,[     11.534     -4.0312     -8.2966]
0,0,[     6.3391     -1.3908     -5.4369]
0,0,[     3.7971     -1.3251     -2.7907]
0,1,[      -1.41      1.7748    -0.50304]
0,0,[     14.721     -6.2978     -9.7281]
0,0,[     5.2585    -0.67754     -4.9631]
0,0,[     7.5048     -2.3022     -5.5665]
0,0,[    0.96643   -0.023551    -0.98816]
0,2,[    0.99548     -2.5163      1.4076]
0,0,[     13.661     -4.5571     -10.959]
0,0,[     12.739     -5.7071     -8.3329]
0,0,[     7.8434     -3.7959     -5.1041]
0,0,[     8.7668     -5.9917     -3.7572]
0,0,[     4.7661     -2.7608     -2.2455]
0,0,[     1.6961    -0.78986    -0.95559]
0,0,[     3.2008     -2.8472    -0.14864]
0,0,[     1.9688    -0.43417     -1.3277]
0,1,[    -2.8226      5.2852     -2.2076]
0,0,[      2.352    -0.39832     -2.0599]
0,0,[     1.2309      -1.923     0.47477]
0,0,[     1.8762     0.32313     -2.2144]
0,0,[         10     -3.1489     -7.7343]
0,0,[      3.301     -1.0293     -2.1768]
0,0,[     15.289     -7.0092     -9.4821]
0,0,[     2.7336    -0.11694     -2.6724]
1,1,[    -3.4405      4.4092    -0.94226]
1,1,[    -2.6446      4.2108     -1.4125]
1,1,[    -4.1925      2.6102      1.9444]
