Label,Prediction,Probabilities
0,0,[     30.503     -5.6738     -7.8818]
0,0,[     9.3592     -1.4194      -2.161]
0,0,[     8.8679     -1.3089     -2.0384]
0,0,[      1.742     0.11892   -0.093903]
0,0,[      1.931    0.038343    -0.11807]
0,0,[     10.089     -1.6565     -2.2445]
0,0,[     2.1193  -0.0054014    -0.16204]
0,0,[     5.6262    -0.69474     -1.1279]
0,0,[     13.259     -2.1886      -3.229]
0,0,[     9.5301     -1.4673     -2.1926]
0,0,[     10.948     -1.7264     -2.6059]
0,0,[     15.273     -2.6293     -3.7537]
0,0,[     8.7607     -1.3053      -1.999]
0,0,[     3.9368    -0.36335    -0.66011]
0,0,[     3.6293     -0.2963    -0.58523]
0,0,[     10.786     -1.7267     -2.5277]
0,0,[     11.143     -1.7905     -2.6322]
0,1,[    -0.8573     0.87153     -0.5013]
0,0,[     13.243     -2.2262     -3.1982]
0,0,[     7.4705      -1.064     -1.6299]
0,1,[   -0.85805      1.0957    -0.71886]
0,0,[     4.6553    -0.51177    -0.85945]
0,0,[     6.6754     -1.1506     -1.0226]
0,0,[     11.879     -1.9237     -2.8469]
0,0,[      16.99     -2.9879     -4.1968]
0,0,[     15.751     -2.6984     -3.8953]
0,0,[     5.5662    -0.71086     -1.0844]
0,0,[     12.055     -1.9536      -2.897]
0,1,[    -1.0191     0.49129     0.22051]
0,0,[     2.7597    -0.12808    -0.34167]
0,1,[   -0.82817     0.89411    -0.50625]
0,0,[     2.6439   -0.082969    -0.32448]
0,0,[      20.71     -3.6754     -5.2618]
0,0,[     20.623     -3.6675     -5.2168]
0,0,[     2.7846      0.2265    -0.59735]
0,0,[     6.4105    -0.85625     -1.3388]
0,0,[     1.8076    0.064091   -0.085812]
0,0,[     15.451       -2.65     -3.8036]
0,2,[    0.39898     0.15738     0.60936]
0,0,[     6.9777    -0.97109     -1.4887]
0,0,[     8.9669     -1.3839     -2.0129]
0,0,[     17.695     -3.0718     -4.4381]
0,0,[     7.8754     -1.1215     -1.7614]
0,0,[     2.0159    0.065763    -0.17168]
0,0,[      10.35     -1.6469      -2.407]
0,0,[     4.5786    -0.47142    -0.85378]
0,1,[    0.21769     0.47946     0.20953]
0,0,[      20.53     -3.6717     -5.1874]
0,0,[     15.652     -2.6877     -3.8529]
0,0,[     25.483      -4.696     -6.4956]
0,1,[    -3.9154      2.0287     -3.1217]
0,0,[     9.6222     -1.5129     -2.1987]
0,0,[     7.7235     -1.1454     -1.6721]
0,0,[    0.94578      0.2422     0.14649]
0,0,[     4.4051    -0.46919    -0.77365]
0,0,[     12.426     -2.0978     -2.9356]
0,0,[     14.114     -2.3858     -3.4391]
0,0,[     7.6869      -1.112     -1.6781]
0,0,[     12.247     -2.0228     -2.9184]
0,0,[      12.05      -1.965     -2.8856]
0,0,[     6.2724    -0.83909     -1.2824]
0,0,[     12.918     -2.1374     -3.1173]
0,2,[    0.75479   -0.088277     0.80662]
0,0,[     18.032     -3.1783     -4.4921]
0,0,[     9.2451     -1.4416       -2.09]
0,0,[     12.712     -2.1641      -3.007]
0,0,[     15.914     -2.7697     -3.9109]
0,0,[     21.628     -3.9066     -5.4708]
0,0,[     8.1171     -1.1807      -1.813]
0,0,[     10.438     -1.7092     -2.3925]
0,0,[     9.8928     -1.5662     -2.2741]
0,0,[     14.596     -2.4587     -3.5888]
0,0,[     16.222     -2.8142     -3.9986]
0,0,[     5.1741    -0.63402    -0.98213]
0,0,[    0.74572      0.3229     0.17204]
0,0,[     12.494     -2.0274     -3.0255]
0,0,[     8.4204     -1.2526     -1.8822]
0,0,[     26.032     -4.7336     -6.7198]
0,0,[     17.281     -3.0588       -4.26]
0,0,[     3.5502    -0.30533    -0.54086]
0,0,[     6.5193    -0.88554     -1.3621]
0,0,[     6.6652    -0.93311      -1.385]
0,0,[     20.801     -3.6771     -5.2961]
0,0,[     5.1577    -0.60758     -1.0012]
0,0,[     6.8592    -0.90508     -1.4908]
0,0,[    0.81303     0.78007    -0.19342]
0,0,[     1.3825     0.15885    0.028187]
0,0,[     27.974     -5.1342     -7.2409]
0,0,[     21.494     -3.9025      -5.416]
0,0,[    0.45828     0.39922     0.21706]
0,0,[     3.1863    -0.17257    -0.49631]
0,0,[     4.6227    -0.41276    -0.91019]
0,0,[     7.8914     -1.1503     -1.7313]
0,0,[     7.9132     -1.1586     -1.7456]
0,0,[      7.844     -1.0773     -1.7845]
0,0,[     4.4325    -0.44795    -0.80635]
0,0,[     6.8178    -0.93817     -1.4481]
0,0,[     4.5665    -0.51085    -0.81154]
0,0,[     9.9296     -1.5225     -2.3232]
0,0,[      9.627     -1.4842     -2.2247]
0,0,[     4.4205     -0.4727    -0.78271]
0,0,[     5.0023    -0.58661    -0.94805]
0,0,[     6.6986    -0.93521     -1.3911]
0,0,[     3.6201    -0.30698    -0.57419]
0,0,[     7.2741      -1.036     -1.5572]
0,0,[     27.857     -5.1003     -7.2002]
0,0,[     3.9417    -0.34556    -0.67915]
0,0,[     14.325     -2.4522      -3.481]
0,0,[     19.839     -3.5304     -4.9935]
0,0,[     14.912     -2.5724     -3.6349]
0,0,[      9.086     -1.4102     -2.0373]
0,0,[     7.7439     -1.1134     -1.7031]
0,1,[  -0.080432     0.65707     0.04423]
0,0,[     11.352     -1.7873     -2.7294]
0,0,[     10.705     -1.6986     -2.5152]
0,1,[    -2.7069      1.3918     -1.7519]
0,0,[     13.834     -2.3532     -3.3483]
0,0,[     4.1739    -0.39619    -0.74535]
0,1,[   -0.78421     0.63355   -0.049953]
0,0,[     10.189      -1.581     -2.3878]
0,0,[     21.481     -3.8192     -5.4739]
0,0,[      13.93     -2.3618     -3.3781]
0,0,[    0.97497     0.22036     0.15464]
0,0,[     22.754     -4.1251     -5.7765]
0,0,[     14.967     -2.5902     -3.6433]
0,0,[     21.369     -3.8149      -5.437]
0,0,[     23.178     -4.1648     -5.9363]
0,0,[     18.669     -3.3311      -4.655]
0,0,[     5.5523     -0.6434      -1.139]
0,0,[     6.6393    -0.88382     -1.4116]
0,0,[     11.335     -1.8706     -2.6494]
0,0,[     4.4121    -0.46701    -0.78423]
0,0,[      4.089    -0.39013    -0.70641]
0,0,[     4.2428    -0.40971    -0.75631]
0,0,[     1.2297     0.70631    -0.33347]
0,0,[     19.983     -3.5513     -5.0368]
0,0,[         14     -2.3571     -3.4203]
0,0,[     17.479     -3.0247     -4.3829]
0,0,[      6.285    -0.80006     -1.3275]
0,0,[     2.8213     -0.1484    -0.34923]
0,0,[     17.347     -3.0693     -4.2872]
0,1,[    -2.3597      1.2768     -1.4935]
0,0,[     2.8434    -0.13864    -0.37108]
0,0,[     3.9976    -0.37002    -0.68447]
0,0,[     2.4998   -0.071263     -0.2707]
0,1,[    0.86831     0.98785    -0.38547]
0,0,[     3.9206    -0.33797    -0.68062]
0,0,[     8.5758     -1.2514     -1.9599]
