Label,Prediction,Probabilities
0,0,[    0.70161    -0.60607    -0.37313]
0,1,[   -0.19689   -0.024819    -0.43038]
0,0,[    0.65715     -0.7084   -0.022537]
0,0,[    0.68626    -0.62449    -0.46172]
0,1,[   0.082471     0.19012    -0.52397]
0,0,[     1.2159    -0.50907    -0.89432]
0,0,[    0.84098    -0.67502    -0.49083]
0,0,[     0.1369   -0.060145    -0.52135]
0,0,[     0.5061  -0.0075127    -0.28276]
0,1,[   -0.56795     0.14088     -0.2278]
0,1,[   -0.21096     0.24517    -0.26677]
0,0,[    0.42354    -0.31508    -0.41056]
0,0,[    0.81626    -0.30307    -0.37123]
0,0,[  -0.052056    -0.14153   -0.078778]
0,0,[     0.1706   -0.066701  -0.0045457]
0,0,[    0.29836    -0.29472   -0.098117]
0,2,[   -0.55493     0.29817      0.5262]
0,0,[    0.71199    -0.31391    -0.29081]
0,0,[    0.65375    -0.40829    -0.40203]
0,0,[    0.70179   -0.032069    -0.48163]
0,0,[     1.1034    -0.61422    -0.50539]
0,0,[    0.34993    -0.19903    -0.57823]
0,0,[    0.50408    -0.26687    -0.26699]
0,0,[ -0.0083327   -0.051826    -0.49958]
0,0,[    0.63695    0.080855    -0.38684]
0,0,[    0.96809    -0.53298     -0.7505]
0,0,[     0.6458  -0.0035255    -0.18424]
0,0,[    0.82449    -0.97217    -0.63704]
0,1,[   0.020333     0.14057    -0.31544]
0,0,[    0.62354    -0.24365    -0.42964]
0,0,[    0.34974     0.04346    -0.47267]
0,2,[   -0.61682   -0.040963     0.32623]
0,0,[    0.52617    -0.80228    -0.32984]
0,0,[    0.89609    -0.87168    -0.44833]
0,0,[     1.2989    -0.64961    -0.71796]
0,1,[   0.035056    0.056944    -0.26303]
0,0,[    0.26396    -0.23222    -0.16102]
0,0,[    0.17804    0.099206    -0.17345]
0,0,[    0.14758    -0.20011    -0.36379]
0,0,[    0.19078    -0.63321    -0.24602]
0,0,[     0.5407    -0.14507    -0.50561]
