Label,Prediction,Probabilities
0,0,[     2.2471     0.32318     -3.0639]
0,0,[     4.8418     -1.3106      -3.542]
0,0,[     6.2489     -5.0543     -2.0095]
0,0,[     6.9623      -5.087     -2.5921]
0,0,[     7.3943     -3.7124     -4.2192]
0,0,[     3.5006     -1.5486      -2.026]
0,0,[     7.0482      -2.955     -3.8631]
0,0,[     4.0898     -1.6766     -3.4093]
0,0,[     3.5676     -2.3102    -0.94997]
0,0,[     7.3804     -3.5224     -4.5953]
0,0,[     5.3615     -3.7075     -1.3165]
0,0,[     7.9297     -0.7041     -7.9957]
0,0,[     5.5402     -2.4517     -3.4558]
0,0,[     9.0158     -2.9765     -6.4626]
0,0,[     4.3905     -1.4809     -2.5304]
0,2,[      -5.98     0.60483      2.8777]
0,0,[     6.0791    -0.57844     -5.5707]
0,0,[     1.9789     -1.8334     -0.3112]
0,0,[     5.6751     -2.9398     -3.1303]
0,0,[     5.3536     -2.8269     -3.2326]
0,0,[     6.6504     -2.1751      -4.275]
0,0,[     13.325     -5.0807     -10.673]
0,0,[     6.0976     -1.0304     -4.7423]
0,2,[   -0.59563     -4.8109      4.7244]
0,0,[     9.5869     -5.2065     -4.9173]
0,0,[     3.4954     -1.0722     -2.5389]
0,0,[      7.615     -8.3737     0.91899]
0,0,[      8.843     -4.2154     -5.1212]
0,0,[     9.1446     -6.9763     -2.3873]
0,0,[     11.076     -5.9951     -6.2472]
0,0,[     16.953     -7.7772     -12.357]
0,0,[     8.4917     -3.9767     -4.6896]
0,1,[    -0.3872       1.195     -1.0759]
0,0,[     7.2116     -4.4805     -3.3279]
0,0,[     8.9597     -5.3774     -4.0654]
0,0,[     7.5414     -3.7151     -4.9057]
0,0,[     14.089     -9.9641      -5.396]
0,0,[     2.7618     0.13874     -3.0312]
0,0,[     5.0477     -1.8499     -2.8969]
0,1,[    -2.9436       5.033     -2.5844]
0,0,[     6.2415     -2.3818     -4.5187]
0,0,[     7.3969     -2.8837     -5.1062]
0,0,[     7.1578     0.24128     -7.7137]
0,0,[     6.4369     -3.1491     -3.1485]
0,0,[     6.0525     -1.0343     -5.7406]
0,0,[     2.1924    -0.57208     -2.2881]
0,0,[      7.414     -3.8811     -3.5442]
0,0,[     10.621     -7.6287     -3.7048]
0,0,[     6.5641     -3.3694      -3.286]
0,0,[     5.2939     -2.0881     -3.7755]
0,2,[   -0.30147     -0.2698     0.42248]
0,0,[       4.99     -4.0177    -0.84769]
0,0,[     9.0191     -4.5555     -5.0447]
0,0,[     9.5602     -4.7649     -5.5032]
0,0,[     3.2585     -2.6653    -0.64437]
0,0,[     5.7898     -2.8853     -3.0297]
0,1,[    0.82885      1.9987     -2.0976]
0,0,[     7.8768     -2.6709     -5.7098]
0,0,[     5.5929     -3.4771     -1.6273]
0,0,[     2.5813    -0.69317     -2.1405]
0,0,[     2.8589     -3.3528     0.73477]
0,0,[     7.7333     -5.6793      -1.744]
0,0,[      2.485    -0.65972     -1.6842]
0,0,[     12.899     -8.1988     -5.6104]
0,0,[     4.1207      -3.101    -0.98725]
0,0,[     3.6501    -0.59577     -3.7153]
0,0,[     11.129     -7.9403     -4.6623]
0,0,[     6.8899     -1.7943     -5.2088]
0,0,[     7.1085     -3.9748     -3.4602]
0,0,[     5.6183     -3.2327      -2.407]
0,0,[     4.6529     -1.9556      -3.186]
0,0,[     4.4599     -2.3002     -2.5069]
0,0,[     6.5813     -4.1002     -2.4647]
0,0,[     11.148      -7.354     -5.2318]
0,0,[     9.1044     -4.5021     -4.5267]
0,0,[     6.2612     -3.5383     -2.7104]
0,0,[     4.8619     -1.9363     -3.5923]
0,0,[     7.4065     -3.8887     -4.4176]
0,0,[     8.4289     -5.6882     -3.0279]
0,0,[     9.5025      -7.085     -3.6795]
0,0,[     6.7245     -3.6838     -3.2821]
0,0,[     4.6669     -3.1969     -2.1085]
0,0,[     4.0935     -2.4684     -2.0783]
0,0,[      9.618     -6.6656     -2.8593]
0,2,[   -0.26903    -0.37334     0.34143]
0,2,[    0.91354     -3.8948      2.8351]
0,0,[     7.3003     -4.8247      -2.526]
0,0,[     9.3709     -6.8476     -2.9516]
0,0,[     8.9019     -4.8115     -4.4112]
0,0,[     7.3415     -2.5796     -4.8383]
0,0,[      5.406     -4.2944     -1.6387]
0,0,[     6.2251      -2.661     -3.7099]
0,0,[     5.5759     -3.5898     -2.2506]
0,0,[     12.525     -8.7066     -5.5126]
