Label,Prediction,Probabilities
0,0,[     3.6447     -1.9093     -1.8912]
0,0,[     3.0842     -1.3229     -1.8633]
0,0,[      3.478     -2.0352     -1.7069]
0,0,[     4.3797     -3.0394     -1.9545]
0,0,[     2.7685      0.6203     -3.6354]
0,0,[     4.3112     -1.7601     -2.3491]
0,0,[     4.3244     -2.0645     -2.3417]
0,0,[     5.8325     -2.0713     -4.5248]
0,0,[     3.6977     -1.8467     -2.2957]
0,1,[   -0.52455     0.60669    -0.48507]
0,0,[     2.5004     -1.2819     -2.2345]
0,0,[     3.2784     -1.3582     -2.4059]
0,0,[     4.7784     -2.4173     -2.0934]
0,0,[     3.7313     -1.7066     -2.6322]
0,0,[     5.3646     -2.4639     -3.6946]
0,0,[     3.7468     -1.6394     -2.7059]
0,2,[     -0.326     0.20004     0.44986]
0,0,[      4.724     -2.2826      -2.002]
0,0,[     4.5751     -2.1515     -2.3295]
0,0,[     5.5283     -1.9586     -3.7454]
0,0,[     4.1872     -1.8207     -2.4814]
0,0,[     2.8509     -1.2372     -1.9999]
0,0,[      4.071     -2.4342     -1.8371]
0,0,[     5.3138     -2.5005     -3.0703]
0,0,[     4.5814     -2.6826     -2.0832]
0,0,[     4.7375     -2.0658     -2.4323]
0,0,[     5.1695     -2.4409     -2.3955]
0,0,[     5.8046     -2.5233     -3.0481]
0,0,[     2.6151    -0.61348     -2.6262]
0,0,[     4.0455     -1.9943     -1.8909]
0,0,[     3.1527      -2.154     -1.9544]
0,1,[    -1.3266     0.79101   -0.019203]
0,0,[     4.6123     -2.4757     -2.5283]
0,0,[     4.7345     -2.5063      -1.861]
0,0,[     5.0318     -2.4785     -2.5442]
0,0,[     3.4332    -0.90115     -2.8866]
0,0,[     3.9025      -1.787     -2.2002]
0,0,[      3.731     -1.3172     -2.3176]
0,0,[     4.1571     -1.0914     -3.3008]
0,0,[      4.418     -1.9095     -2.5852]
0,0,[     3.9339     -1.8253     -1.9242]
0,0,[     5.4616     -1.6911     -3.3863]
0,0,[     2.7477     -1.7036    -0.88369]
0,0,[     4.3138     -1.7204     -2.5971]
0,0,[      4.414     -1.7929     -3.1302]
0,0,[     4.0861     -1.6128     -3.0158]
0,0,[      5.419     -1.6261     -3.9521]
0,0,[     4.5949     -2.2121     -2.2318]
0,0,[     4.7809     -2.4271     -2.8572]
0,0,[    0.86537    -0.66789    -0.93249]
0,0,[     4.8953     -1.3167     -2.6548]
0,0,[     4.8073     -1.5497     -3.4568]
0,1,[    -1.6937      1.8005    -0.14342]
0,0,[     4.6412     -1.9941     -2.9926]
0,0,[     2.2554     -1.3804     -1.3806]
0,0,[     3.6996     -2.6458     -1.2162]
0,0,[     3.5825     -1.8068     -2.3537]
0,0,[     3.6859     -1.0238     -2.6411]
0,0,[      4.267      -1.674     -2.7691]
0,0,[     5.3177     -1.5435     -3.6215]
0,0,[     4.3911     -2.3508     -2.5892]
0,0,[     2.8746     -2.0215     -1.5269]
0,0,[     3.4646     -2.4139     -1.0807]
0,0,[     4.6293     -1.9899     -2.2969]
0,0,[     5.2096     -1.6983     -3.0777]
0,1,[ -0.0090415     0.58687    -0.87237]
0,0,[     3.0085      -1.571     -2.0769]
0,0,[     4.7879     -2.5783     -2.5695]
0,0,[      4.997      -2.691     -2.6809]
0,0,[     4.4457     -1.8163     -2.6096]
0,0,[     3.9416     -0.9358      -3.899]
0,0,[    0.92412     0.48502     -1.6667]
0,0,[     4.4596     -2.0573     -2.3785]
0,0,[     5.9689     -1.1647     -4.4906]
0,0,[      5.508     -2.0572     -3.4685]
0,0,[     1.8576    -0.39604     -2.5097]
0,0,[      5.453      -2.591     -3.6725]
0,0,[      3.792     -2.1176      -2.354]
0,0,[      2.779   -0.066468     -3.0273]
0,0,[     2.5197     -1.2976     -1.9283]
0,2,[   -0.64927    -0.21972     0.96854]
0,0,[     5.1078     -2.0654     -2.6476]
0,0,[     3.3023     -2.3061     -1.8461]
0,0,[     5.4122     -2.5764     -2.4195]
0,0,[     4.6751     -2.4619     -2.3978]
0,0,[     3.8731      -2.169     -2.2005]
0,0,[     2.2325     -1.6261    -0.97672]
0,0,[     2.8819     -2.1311    -0.82498]
0,0,[     4.7184     -2.5682      -2.157]
0,1,[    -1.8281      2.8922     -1.4025]
0,0,[     4.3559     -2.0639     -2.8281]
0,0,[      1.243     -1.7774    0.053102]
0,0,[     4.5689     -1.8379     -3.1559]
