Label,Prediction,Probabilities
0,0,[     4.1746     -2.4395     -2.0182]
0,0,[     3.8488     -1.7185     -2.7576]
0,0,[     4.7285     -2.8967     -1.6145]
0,0,[     4.9221     -2.7238     -2.9169]
0,0,[     2.3785     0.76305     -3.3224]
0,0,[     5.5332     -2.3895     -3.0309]
0,0,[     5.3651     -2.8511     -2.8676]
0,0,[       5.26     -1.7288     -4.0197]
0,0,[     4.6162     -2.2762     -2.8626]
0,1,[   -0.89246     0.82245    -0.42469]
0,0,[     4.1245     -2.0826     -2.6128]
0,0,[     4.0009     -2.7722     -2.6205]
0,0,[     5.8524     -2.8786      -2.946]
0,0,[     3.5694     -2.0264     -2.1379]
0,0,[     4.8564     -2.3479      -2.803]
0,0,[     3.1059     -1.5862     -1.7676]
0,2,[  0.0068351    -0.18254     0.27611]
0,0,[        4.4      -2.036     -1.8903]
0,0,[      4.592     -2.1376     -2.2736]
0,0,[     6.4814     -2.1388     -4.1553]
0,0,[     3.9128     -1.5512     -2.1182]
0,0,[     1.0249    -0.16466     -1.3299]
0,0,[     4.6364     -2.7407     -2.1952]
0,0,[     4.1903     -1.2804     -2.7089]
0,0,[     4.5172     -1.8035     -2.9413]
0,0,[     4.5584     -1.6862     -2.5054]
0,0,[     4.4024     -1.6761      -2.214]
0,0,[     4.2786     -2.2692     -2.1502]
0,0,[    0.54216     0.27712    -0.91662]
0,0,[     4.7907      -1.831     -2.2222]
0,0,[     3.7799     -1.9664     -2.4806]
0,2,[    -1.3808    -0.55459      1.8436]
0,0,[     5.6078     -2.9727     -3.2207]
0,0,[      3.562     -2.0131     -1.4427]
0,0,[     4.7484     -2.4029     -2.4714]
0,0,[     3.5815     -1.0629     -2.5326]
0,0,[     4.7233     -2.3374     -2.7592]
0,0,[     3.7867     -1.1385     -2.7308]
0,0,[     4.2297    -0.77793     -3.5158]
0,0,[     3.7814     -2.1415     -2.0072]
0,0,[      3.733     -1.6539     -1.7761]
0,0,[     4.8135     -2.0866     -2.7939]
0,0,[     3.0035     -2.1928     -1.1339]
0,0,[     3.8765     -1.8675     -2.7918]
0,0,[       4.68     -2.0206     -2.8779]
0,0,[      3.241     -2.0541     -2.1489]
0,0,[     5.4778     -2.4975     -3.1235]
0,0,[      4.622     -2.2313     -2.5098]
0,0,[     4.2459     -2.2107     -2.4432]
0,0,[     1.2278    -0.92358    -0.92519]
0,0,[     4.7973     -1.7965     -2.3719]
0,0,[     4.8666     -1.7664     -3.3341]
0,1,[   -0.50785      1.5695    -0.66193]
0,0,[     5.5011     -2.2264     -3.7384]
0,0,[     3.8129     -2.4827     -2.3825]
0,0,[     4.2504     -2.7856     -1.7331]
0,0,[     4.3021     -2.4284      -2.658]
0,0,[     3.9361     -1.5781     -2.3809]
0,0,[     5.5817     -2.2375     -3.5786]
0,0,[     4.6077     -2.9787     -2.0085]
0,0,[     4.6988     -2.2795     -2.4291]
0,0,[     1.7892     -1.7807    -0.69829]
0,0,[      2.748     -1.9166     -1.1003]
0,0,[      4.755     -1.8023     -2.6222]
0,0,[      6.716     -2.3646     -3.6994]
0,1,[  -0.031037     0.96141       -1.02]
0,0,[     3.9322      -1.927      -2.441]
0,0,[     4.4126     -1.8781     -2.4681]
0,0,[     4.7198     -1.9984     -2.9062]
0,0,[     6.3363     -3.3057      -3.438]
0,0,[     4.5661     -1.8987     -3.0783]
0,0,[      2.836     -1.1153      -2.772]
0,0,[     5.5448     -2.9702     -3.0622]
0,0,[     2.6085    0.036578     -2.5737]
0,0,[     5.0402     -1.6558     -3.1462]
0,1,[   -0.27227      1.7463     -1.8318]
0,0,[     4.1045     -2.2674     -2.6136]
0,0,[     3.8793     -1.9855     -2.3974]
0,0,[      3.792     -1.6659     -3.0743]
0,0,[     1.0067    -0.93204    -0.71706]
0,2,[    -1.4519    -0.82981      2.4081]
0,0,[     4.9803     -1.8247     -2.5448]
0,0,[     3.6595     -2.5272      -2.101]
0,0,[     4.5203     -2.2827     -2.1289]
0,0,[     4.7503     -2.4966     -2.6794]
0,0,[     6.2613     -3.0695     -3.4399]
0,0,[      3.884     -2.6416     -1.8765]
