Label,Prediction,Probabilities
0,0,[     1.7224   -0.053826    -0.35503]
0,0,[    0.87433    -0.15054     -0.9508]
0,0,[     1.5488   -0.088237    -0.54227]
0,0,[     1.3208   -0.019418    -0.38642]
0,0,[    0.94313     0.08251    -0.52687]
0,0,[     2.9436    -0.43459       -1.11]
0,0,[     1.9125    -0.19895    -0.91704]
0,0,[     1.1719     0.12235    -0.30031]
0,0,[       1.12    -0.03898    -0.77506]
0,1,[   -0.24746     0.37251     0.14244]
0,0,[    0.46146     0.20772    -0.38629]
0,0,[     1.1833   0.0066109    -0.60617]
0,0,[     1.3687     0.04289    -0.19462]
0,0,[    0.87002     0.19071    0.041282]
0,0,[     0.8321     0.10197    -0.36362]
0,0,[     1.2399    0.037705    -0.33499]
0,2,[   -0.59691     0.21874     0.40109]
0,0,[     1.6615   -0.066974    -0.42727]
0,0,[     1.4389    0.014594    -0.24733]
0,0,[     1.2462   -0.020835    -0.68232]
0,0,[     2.2117    -0.20005    -0.61973]
0,0,[    0.72088     0.16612    -0.36852]
0,0,[     1.9353    -0.13803    -0.68691]
0,0,[    0.89938     0.13455    -0.28967]
0,0,[     1.0808     0.11786   -0.064805]
0,0,[     1.5514   0.0042706    -0.24886]
0,0,[     1.6799    -0.10725    -0.54525]
0,0,[      2.088    -0.16532    -0.56958]
0,0,[     0.8684      0.2086    -0.17747]
0,0,[     1.4528    0.012404    -0.23289]
0,0,[     1.4285  0.00043836    -0.63587]
0,2,[   -0.90575    0.086146     0.50913]
0,0,[     2.0456    -0.27253     -1.1781]
0,0,[     2.2213    -0.19761    -0.57944]
0,0,[     2.1639    -0.16552    -0.51016]
0,1,[   -0.12506   -0.042571    -0.54338]
0,0,[     1.1698     0.07754    -0.48234]
0,0,[    0.78274     0.10908    -0.57376]
0,0,[      0.744      0.1776    -0.35308]
0,0,[       1.14     -0.1562    -0.58797]
0,0,[     1.5463   -0.007955    -0.31159]
0,0,[    0.78717      0.1394   -0.093909]
0,0,[    0.39316     0.30733     0.27766]
0,0,[    0.96392     0.13371    -0.52029]
0,0,[     2.1122    -0.16519     -0.6067]
0,0,[      1.427    0.042063    -0.31804]
0,0,[     1.0067  -0.0038047    -0.37693]
0,0,[     2.4258    -0.27526       -0.73]
0,0,[     1.3819   0.0038904    -0.29723]
0,0,[    0.43984     0.28762     0.23909]
0,0,[      1.156    0.024258    -0.41809]
0,0,[     1.6291  -0.0051797    -0.43186]
0,0,[    0.55651     0.18593    -0.12461]
0,0,[    0.71447     0.18745    -0.53646]
0,0,[     1.9415    -0.10955    -0.43428]
0,0,[     2.3566    -0.24381    -0.70145]
0,0,[       1.61    -0.05802    -0.43431]
0,0,[     2.2122    -0.21985    -0.69506]
0,0,[     1.1848     0.05157    -0.24419]
0,0,[    0.48949     0.25392     -0.1564]
0,0,[    0.99182      0.1472    -0.20192]
0,0,[    0.79446      0.1829    -0.26921]
0,0,[     1.1451    0.044094     -0.2265]
0,0,[     2.2408    -0.26513     -1.1696]
0,0,[     2.2986     -0.1815    -0.81649]
0,2,[   -0.51032     0.25627     0.30419]
0,0,[    0.91664     0.16845      0.0231]
0,0,[     1.8336   -0.081411    -0.40839]
0,0,[     1.5592   -0.061177    -0.49887]
0,0,[     2.4195    -0.22977    -0.68674]
0,0,[     1.0155     0.16315   -0.095148]
0,0,[    0.62142    0.072883    -0.37582]
0,0,[     1.9083   -0.094796    -0.42496]
0,0,[    0.42651     0.18354   -0.053533]
0,0,[    0.91687     0.14877   -0.042739]
0,0,[    0.47311     0.28597    -0.33253]
0,0,[     1.6042  -0.0092945    -0.38982]
0,0,[     1.1239      0.1074   -0.077709]
0,0,[    0.34504     0.19972    -0.45084]
0,2,[   -0.22461     0.10743     0.20417]
0,2,[   -0.61784     0.21602     0.39055]
0,0,[     2.2343    -0.31628     -1.1572]
0,0,[     1.0212     0.11564    -0.13069]
0,0,[     2.2557    -0.22694    -0.72164]
0,0,[     1.7519   -0.059696    -0.36483]
0,0,[     0.3443     -0.1707       -0.18]
0,0,[    0.41011    -0.13523    -0.49036]
0,0,[     1.3559    -0.06049    -0.33348]
0,0,[     1.0606    0.093213    -0.16924]
0,1,[    0.16434     0.40122    -0.33591]
0,0,[     1.3773   -0.080722    -0.81805]
0,0,[     1.6535   -0.099371    -0.39718]
0,0,[     1.5176   -0.057133    -0.47401]
0,0,[     2.2228    -0.22772    -0.80477]
0,0,[     1.9919    -0.13351    -0.52951]
0,0,[     1.4192   -0.070513    -0.50933]
0,0,[     1.2254    0.042072    -0.47869]
1,2,[   -0.49914      0.2454     0.37034]
1,2,[     -1.034    0.097127     0.33607]
1,2,[   -0.20642     0.32715     0.38547]
1,2,[    -1.3467   -0.013884     0.34959]
1,2,[    -1.1538    0.093562     0.11076]
1,2,[   -0.88869     0.16033     0.16467]
1,2,[    -0.3332     0.29914     0.34665]
1,1,[   -0.57952     0.35037     -0.4842]
1,1,[   -0.33733     0.33106     0.20612]
