Label,Prediction,Probabilities
0,0,[     1.2056    -0.68996    -0.57181]
0,0,[    0.54882     0.19007     -1.1033]
0,0,[    0.82742    -0.67411    -0.17764]
0,0,[    0.72101    -0.77268    -0.66204]
0,0,[     0.5344     0.35039    -0.94445]
0,0,[     2.1189    -0.77694     -1.4962]
0,0,[     1.2083      -1.215     -0.7264]
0,0,[    0.24921      0.2207    -0.86871]
0,0,[    0.70414    -0.07713    -0.54295]
0,1,[   -0.40995     0.40426    -0.60993]
0,1,[   0.031083     0.09433    -0.55151]
0,0,[    0.74029    -0.33373    -0.86479]
0,0,[     1.1868     -0.6059    -0.79352]
0,1,[    0.23766     0.25489    -0.53865]
0,1,[    0.24987     0.39095    -0.48206]
0,0,[     1.0548    -0.14612       -0.53]
0,2,[      -1.56    0.081089     0.83842]
0,0,[      1.235     -0.6773    -0.54506]
0,0,[     1.0893    -0.50847    -0.45175]
0,0,[    0.93726    -0.54319     -0.7039]
0,0,[      1.405    -0.67323    -0.75684]
0,0,[    0.85777    0.028567    -0.56737]
0,0,[     1.1385    -0.55815    -0.73003]
0,0,[    0.90782    -0.48494    -0.64756]
0,0,[    0.68547   -0.025602    -0.55365]
0,0,[     1.0832    -0.44111    -0.76726]
0,0,[     0.7502    -0.55829    -0.71282]
0,0,[     1.4513    -0.74002     -1.1488]
0,0,[    0.22635     0.21285    -0.76468]
0,0,[     0.8639    -0.65241    -0.48354]
0,0,[    0.37162     0.06562    -0.86491]
0,1,[   -0.65089       0.168   -0.010908]
0,0,[    0.83883    -0.73345    -0.60091]
0,0,[     1.3994     -1.0067    -0.71094]
0,0,[     1.4351    -0.67803    -0.80496]
0,1,[      -0.33    0.032457    -0.79647]
0,0,[   0.030506    -0.55359      -0.244]
0,0,[    0.36697  -0.0094375    -0.82343]
0,0,[      0.703    -0.30834    -0.75507]
0,0,[    0.10471    -0.20611    -0.55921]
0,0,[    0.87477    -0.30771    -0.72161]
0,0,[    0.57701   -0.022029    -0.32359]
0,0,[    0.41153    -0.28227    -0.22212]
0,1,[   -0.26897     0.66231    -0.41102]
0,0,[     1.0864     -0.4876    -0.96928]
0,0,[    0.86683    -0.26964    -0.52285]
0,0,[    0.57034    -0.14283    -0.39954]
0,0,[     1.5272    -0.85651    -0.58388]
0,0,[     1.0177    -0.49767    -0.64334]
0,0,[    0.21127   -0.034782    -0.15614]
0,0,[     1.1769    -0.15715    -0.51016]
0,0,[    0.84115    -0.33135     -1.1493]
0,0,[    0.15483      0.1166    -0.08758]
0,1,[    0.21729     0.39895     -0.6182]
0,0,[    0.96607    -0.41481    -0.67118]
0,0,[     1.0928    -0.63544    -0.45204]
0,0,[    0.76447      -0.661    -0.53681]
0,0,[     1.2867    -0.50511     -1.0658]
0,0,[     0.6172    -0.49883    -0.70179]
0,1,[      0.308     0.44635    -0.64205]
0,0,[    0.33155    -0.41726    -0.65282]
0,0,[    0.48598    -0.24903    -0.44132]
0,0,[    0.61532    -0.59033    -0.18855]
0,0,[     1.1685     -0.5364     -1.2327]
0,0,[    0.99537   -0.073953    -0.91458]
0,1,[   -0.82095     0.50404    0.021701]
0,0,[    0.68449    -0.22512    -0.30784]
0,0,[     1.3611    -0.66217    -0.74352]
0,0,[    0.92182    -0.55728     -0.6087]
0,0,[    0.68198    -0.19564    -0.68133]
0,0,[     1.0054    -0.11987    -0.78589]
0,1,[    0.13938     0.26258    -0.45181]
0,0,[     1.0059    -0.44851    -0.81295]
0,0,[    0.83384    -0.41379    -0.75491]
0,0,[    0.54238     -0.2553    -0.69097]
0,0,[    0.23099     0.15352     -0.4349]
0,0,[     1.1377    -0.45828    -0.95873]
0,0,[    0.70231     -0.4795    -0.40103]
0,1,[   -0.18987     0.40052    -0.36851]
0,0,[   0.028039    -0.31216    -0.84033]
0,2,[   -0.87877     0.35971     0.46669]
0,0,[     1.7007    -0.54053    -0.93411]
0,0,[    0.34918    -0.18858    -0.37009]
0,0,[     1.6219    -0.51697    -0.93208]
0,0,[     1.4461    -0.75554     -1.0099]
0,0,[    0.83268    -0.76442    -0.58224]
0,0,[    0.69703    -0.68812    -0.64246]
