Label,Prediction,Probabilities
0,0,[    0.68676     0.25221     0.12026]
0,0,[    0.46237     0.26605       0.019]
0,0,[    0.61186     0.25964     0.16121]
0,0,[    0.72127     0.22042  -0.0091694]
0,0,[    0.63181     0.24711   -0.070761]
0,0,[    0.94704     0.21073   -0.074375]
0,0,[    0.99487     0.13413    -0.38674]
0,0,[    0.37533     0.24135    0.050826]
0,0,[    0.62219     0.23216   -0.058304]
0,1,[  -0.061146     0.19185     0.15787]
0,1,[    0.26525     0.29622     0.15619]
0,0,[    0.62111     0.21498    -0.16283]
0,0,[    0.77438     0.24526    0.048038]
0,0,[    0.48352     0.28235      0.1004]
0,0,[    0.40766     0.25696    0.066598]
0,0,[     0.6959     0.22942   -0.054934]
0,2,[   -0.16495     0.13458       0.438]
0,0,[    0.81293     0.22784    0.020089]
0,0,[    0.69583     0.25107    0.068069]
0,0,[    0.61616     0.27914     0.11015]
0,0,[    0.85057     0.22089   -0.039868]
0,0,[      0.598     0.22632   -0.066466]
0,0,[     0.9581     0.19017    -0.13182]
0,0,[    0.69066      0.2354   -0.048449]
0,0,[    0.48566     0.26806     0.10225]
0,0,[    0.82623     0.21885   -0.043631]
0,0,[    0.89052     0.17148    -0.19612]
0,0,[    0.90007     0.21535   -0.065042]
0,0,[    0.54918     0.26087   0.0041648]
0,0,[    0.81515     0.21948   -0.014129]
0,0,[    0.54247     0.25869    0.046539]
0,2,[     0.1102     0.21127     0.37548]
0,0,[    0.81032     0.15196    -0.17659]
0,0,[     1.1224     0.15734    -0.18533]
0,0,[    0.77802     0.24426    0.083805]
0,0,[    0.69446     0.17955    -0.25558]
0,0,[    0.40139      0.2551     0.15961]
0,0,[    0.49732     0.25292   -0.064928]
0,0,[    0.69272     0.20858    -0.13816]
0,0,[    0.61305     0.17439    -0.12965]
0,0,[    0.60913     0.22044   -0.097455]
0,0,[    0.60105     0.26397    0.071346]
0,0,[    0.41292     0.27772     0.21083]
0,0,[    0.51689     0.24362   -0.069458]
0,0,[    0.73619     0.20324    -0.11722]
0,0,[    0.49956     0.28125    0.044369]
0,0,[    0.53531     0.21898    0.013863]
0,0,[    0.80466     0.15693    -0.18117]
0,0,[    0.73408     0.25352    0.039632]
0,1,[    0.30098     0.34092     0.29279]
0,0,[    0.64341     0.24268  -0.0024459]
0,0,[    0.60663     0.27541    0.089058]
0,0,[    0.44002     0.24649    0.040977]
0,0,[    0.68312      0.2075    -0.10783]
